Species,#Training samples,Regularized training gain,Unregularized training gain,Iterations,Training AUC,#Test samples,Test gain,Test AUC,AUC Standard Deviation,#Background points,BIO02 contribution,BIO03 contribution,BIO05 contribution,BIO06 contribution,BIO07 contribution,BIO13 contribution,BIO14 contribution,BIO15 contribution,BIO18 contribution,BIO02 permutation importance,BIO03 permutation importance,BIO05 permutation importance,BIO06 permutation importance,BIO07 permutation importance,BIO13 permutation importance,BIO14 permutation importance,BIO15 permutation importance,BIO18 permutation importance,Training gain without BIO02,Training gain without BIO03,Training gain without BIO05,Training gain without BIO06,Training gain without BIO07,Training gain without BIO13,Training gain without BIO14,Training gain without BIO15,Training gain without BIO18,Training gain with only BIO02,Training gain with only BIO03,Training gain with only BIO05,Training gain with only BIO06,Training gain with only BIO07,Training gain with only BIO13,Training gain with only BIO14,Training gain with only BIO15,Training gain with only BIO18,Test gain without BIO02,Test gain without BIO03,Test gain without BIO05,Test gain without BIO06,Test gain without BIO07,Test gain without BIO13,Test gain without BIO14,Test gain without BIO15,Test gain without BIO18,Test gain with only BIO02,Test gain with only BIO03,Test gain with only BIO05,Test gain with only BIO06,Test gain with only BIO07,Test gain with only BIO13,Test gain with only BIO14,Test gain with only BIO15,Test gain with only BIO18,AUC without BIO02,AUC without BIO03,AUC without BIO05,AUC without BIO06,AUC without BIO07,AUC without BIO13,AUC without BIO14,AUC without BIO15,AUC without BIO18,AUC with only BIO02,AUC with only BIO03,AUC with only BIO05,AUC with only BIO06,AUC with only BIO07,AUC with only BIO13,AUC with only BIO14,AUC with only BIO15,AUC with only BIO18,Entropy,Prevalence (average probability of presence over background sites),Fixed cumulative value 1 cumulative threshold,Fixed cumulative value 1 Cloglog threshold,Fixed cumulative value 1 area,Fixed cumulative value 1 training omission,Fixed cumulative value 1 test omission,Fixed cumulative value 1 binomial probability,Fixed cumulative value 5 cumulative threshold,Fixed cumulative value 5 Cloglog threshold,Fixed cumulative value 5 area,Fixed cumulative value 5 training omission,Fixed cumulative value 5 test omission,Fixed cumulative value 5 binomial probability,Fixed cumulative value 10 cumulative threshold,Fixed cumulative value 10 Cloglog threshold,Fixed cumulative value 10 area,Fixed cumulative value 10 training omission,Fixed cumulative value 10 test omission,Fixed cumulative value 10 binomial probability,Minimum training presence cumulative threshold,Minimum training presence Cloglog threshold,Minimum training presence area,Minimum training presence training omission,Minimum training presence test omission,Minimum training presence binomial probability,10 percentile training presence cumulative threshold,10 percentile training presence Cloglog threshold,10 percentile training presence area,10 percentile training presence training omission,10 percentile training presence test omission,10 percentile training presence binomial probability,Equal training sensitivity and specificity cumulative threshold,Equal training sensitivity and specificity Cloglog threshold,Equal training sensitivity and specificity area,Equal training sensitivity and specificity training omission,Equal training sensitivity and specificity test omission,Equal training sensitivity and specificity binomial probability,Maximum training sensitivity plus specificity cumulative threshold,Maximum training sensitivity plus specificity Cloglog threshold,Maximum training sensitivity plus specificity area,Maximum training sensitivity plus specificity training omission,Maximum training sensitivity plus specificity test omission,Maximum training sensitivity plus specificity binomial probability,Equal test sensitivity and specificity cumulative threshold,Equal test sensitivity and specificity Cloglog threshold,Equal test sensitivity and specificity area,Equal test sensitivity and specificity training omission,Equal test sensitivity and specificity test omission,Equal test sensitivity and specificity binomial probability,Maximum test sensitivity plus specificity cumulative threshold,Maximum test sensitivity plus specificity Cloglog threshold,Maximum test sensitivity plus specificity area,Maximum test sensitivity plus specificity training omission,Maximum test sensitivity plus specificity test omission,Maximum test sensitivity plus specificity binomial probability,"Balance training omission, predicted area and threshold value cumulative threshold","Balance training omission, predicted area and threshold value Cloglog threshold","Balance training omission, predicted area and threshold value area","Balance training omission, predicted area and threshold value training omission","Balance training omission, predicted area and threshold value test omission","Balance training omission, predicted area and threshold value binomial probability",Equate entropy of thresholded and original distributions cumulative threshold,Equate entropy of thresholded and original distributions Cloglog threshold,Equate entropy of thresholded and original distributions area,Equate entropy of thresholded and original distributions training omission,Equate entropy of thresholded and original distributions test omission,Equate entropy of thresholded and original distributions binomial probability
species,21,1.7965,2.2962,500,0.9559,8,0.6794,0.8559,0.0696,10021,0.2081,5.7502,10.3723,4.1065,9.7807,6.1637,19.6326,0.0000,43.9859,6.6999,0.0365,20.1892,0.1248,1.1149,1.8888,14.5307,0.0000,55.4152,1.7898,1.7965,1.7732,1.7963,1.7870,1.7174,1.7455,1.7963,1.3344,0.0009,0.0931,0.2564,0.2836,0.2520,0.0540,0.3460,0.0182,0.8069,0.6855,0.6863,0.7321,0.6769,0.6496,0.7472,0.7704,0.6769,0.0859,0.0147,0.0223,0.2785,0.4060,0.3043,0.0814,-0.1629,0.0368,0.0908,0.8555,0.8568,0.8569,0.8554,0.8554,0.8561,0.8661,0.8551,0.7771,0.5881,0.5189,0.6869,0.7208,0.7164,0.5172,0.6664,0.5742,0.7335,7.4158,0.0949,1.0000,0.0175,0.4493,0.0000,0.1250,1.793E-2,5.0000,0.0644,0.2748,0.0000,0.1250,7.195E-4,10.0000,0.1288,0.1894,0.0476,0.1250,5.836E-5,6.7814,0.0858,0.2370,0.0000,0.1250,2.663E-4,13.9315,0.1844,0.1503,0.0952,0.2500,2.449E-4,14.8774,0.2003,0.1429,0.1429,0.2500,1.837E-4,33.3489,0.4804,0.0656,0.1429,0.5000,1.043E-3,10.0092,0.1291,0.1893,0.0476,0.2500,9.05E-4,10.0016,0.1289,0.1893,0.0476,0.1250,5.815E-5,4.9711,0.0641,0.2756,0.0000,0.1250,7.335E-4,12.1808,0.1565,0.1658,0.0952,0.2500,4.276E-4
