Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
5.47445E-3,94.331478149,0.99988816,0.000898114,0.80952381,1
5.47892E-3,94.879370631,0.999888988,0.000798324,0.857142857,1
6.09251E-3,95.48862184,0.999959961,0.000698533,0.857142857,1
6.40494E-3,96.129115947,0.999976178,0.000598743,0.857142857,1
6.49209E-3,96.778324724,0.99997939,0.000498952,0.857142857,1
7.06893E-3,97.48521734,0.999992098,0.000399162,0.904761905,1
7.68069E-3,98.253286147,0.999997141,0.000299371,0.952380952,1
7.82113E-3,99.035399564,0.999997736,0.000199581,0.952380952,1
9.646E-3,100,0.999999891,0.00009979,0.952380952,1
9.646E-3,100,0.999999891,0,0.952380952,1
