"SPECIES","LONG_WGS84","LAT_WGS84","LONGITUDE","LATITUDE","ELEVATION","BIO01","BIO02","BIO03","BIO04","BIO05","BIO06","BIO07","BIO08","BIO09","BIO10","BIO11","BIO12","BIO13","BIO14","BIO15","BIO16","BIO17","BIO18","BIO19"
"Microtus longicaudus",-118.67,42.09,-118.67,42.09,2036,554,1149,36,71241,2510.837402,-676.737488,3187.574951,-180,1530,1541,-225,66854.84375,8736.78125,1340.793701,48,24608.73828,5617.806152,6599,23652
"Microtus longicaudus",-118.72,42.53,-118.72,42.53,2048,592,1088,34,71214,2474.875,-654.424988,3129.300049,-214,1570,1570,-214,77334.60938,10697.08789,1482.837524,49,28740.19336,5828.800293,5829,28740
"Microtus longicaudus",-117.1125,45.9214,-117.1125,45.9214,1271,810,1137,34,73112,2730.081299,-535.693726,3265.774902,1074,1772,1773,-80,45798.33594,5824.15625,2595.431152,25,15148.06836,8146.049805,10023,11048
"Microtus longicaudus",-117.1957,45.9397,-117.1957,45.9397,1199,793,1143,34,73263,2734.206299,-537.8125,3272.018799,1050,1758,1763,-91,47791.64844,5983.293945,2522.912598,25,15454.68164,8235.712891,10090,11963
"Microtus longicaudus",-117.2764,46.00362,-117.2764,46.00362,637,888,1349,38,72843,2953.800049,-515.65625,3469.456299,820,1823,1851,-16,48126.64453,5758.993652,2256.462402,29,14825.94336,7204.112305,8813,12574
"Microtus longicaudus",-120.6754,48.315,-120.6754,48.315,432,923,1186,34,82093,2961.056152,-501.356262,3462.412354,-48,1994,1994,-105,92371.70313,18922.625,1365.6875,81,52786.84375,5282.674805,5283,45487
"Microtus longicaudus",-118.8363,48.5323,-118.8363,48.5323,1128,568,1210,34,78981,2549.199951,-934.712524,3483.912598,-383,1180,1579,-430,41782.80469,5059.325195,2111.243652,26,12696.63672,7138.768555,10025,11528
"Microtus longicaudus",-118.8875,48.6786,-118.8875,48.6786,1195,529,1264,35,79640,2550.300049,-985.424988,3535.725098,-445,1128,1552,-482,44415.10156,5424.700195,2310.5,26,13780.16895,7698.556152,10393,12487
"Microtus longicaudus",-118.9094,48.6929,-118.9094,48.6929,1446,437,1175,34,78260,2371.493652,-1062.456299,3433.949951,-501,1045,1446,-544,43904.70703,5539.368652,2204.181152,28,13589.83789,7568.21875,10675,12491
"Microtus longicaudus",-112.77251,40.03583,-112.77251,40.03583,1728,996,1419,35,88749,3244.168701,-758.212524,4002.381348,871,2189,2189,-98,33406.70703,4274.112305,1784.243774,29,12024.1123,6206.524902,6207,7040
"Microtus longicaudus",-111.67885,37.92409,-111.67885,37.92409,2433,685,1428,39,77131,2640.993652,-986.543762,3627.537354,-115,1023,1735,-250,45447.57422,5355.612305,1604.181274,29,14165.20605,6718.137695,9800,12282
"Microtus longicaudus",-111.68855,37.93533,-111.68855,37.93533,2580,624,1382,39,73848,2527.681152,-945.112549,3472.793701,-136,1389,1635,-260,54452.72656,6602.324707,1916.643799,27,17243.58789,8534.087891,11000,14966
"Microtus longicaudus",-111.71803,37.98294,-111.71803,37.98294,3026,356,1385,40,72152,2238.262451,-1188.856201,3427.118652,-383,1097,1345,-506,71096.21094,9574.575195,2512.006348,30,23835.30664,11075.85645,13293,19641
"Microtus longicaudus",-114.24,38.98,-114.24,38.98,2558,686,1333,37,80608,2722.887451,-858.28125,3581.168701,117,-182,1787,-265,46234.83594,5144.481445,2502.456299,18,13636.59961,8842.474609,11074,10654
"Microtus longicaudus",-114.31667,39.0059,-114.31667,39.0059,3285,457,1129,37,69768,2160.506348,-864.293701,3024.800049,-105,1389,1430,-323,80051.42188,10904.3125,3654.231201,37,30099.18164,11473.0625,11735,22768
"Microtus longicaudus",-115.33343,39.3548,-115.33343,39.3548,2035,694,1701,41,81077,2972.268799,-1111.256226,4083.524902,558,1786,1786,-302,30146.875,3267.943848,1644.324951,20,9390.318359,5784.806152,5785,7335
"Microtus longicaudus",-121.527998,40.445963,-121.527998,40.445963,2186,490,1226,42,57815,2198.856201,-708.431274,2907.287598,-147,1286,1286,-147,275051.25,49957.32422,1180.46875,75,134894.2344,8864.668945,8865,134894
"Microtus longicaudus",-116.97543,34.21989,-116.97543,34.21989,2334,765,1475,47,61277,2524.506348,-598.506226,3123.012695,124,1590,1590,56,86748.97656,18405.94336,317.25,85,49815.59375,3745.174805,3745,46034
"Microtus longicaudus",-116.93821,34.22394,-116.93821,34.22394,2289,766,1638,50,59108,2610.65625,-624.118774,3234.774902,147,1330,1567,88,73435.60156,15973.6377,321.75,85,42153.94922,3731.074951,3811,39009
"Microtus longicaudus",-111.20983,46.50065,-111.20983,46.50065,1971,265,1331,37,77105,2278.756348,-1243.525024,3522.28125,596,1238,1302,-677,73923.60938,9097.450195,3831.231445,24,25124.30078,14323.84375,17298,16876
"Microtus longicaudus",-110.89425,46.81784,-110.89425,46.81784,1779,360,1426,38,77416,2439.84375,-1236.59375,3676.4375,717,-592,1400,-592,53782.44922,7779.40625,2575.362549,36,20595.24219,9455.987305,16795,9456
"Microtus longicaudus",-112.68546,44.36496,-112.68546,44.36496,2198,369,1220,32,89003,2488.237549,-1289.137451,3777.375,756,-738,1530,-738,50286.39844,6754.418945,2595.268799,30,18276.41797,8767.474609,14462,8767
"Microtus longicaudus",-111.83598,44.91356,-111.83598,44.91356,2780,-41,1068,32,77797,1842.387451,-1450.418701,3292.806152,-153,967,996,-984,98567.28125,11159.52539,5465.331055,22,32476.65039,17576.36914,19099,24572
"Microtus longicaudus",-108.88384,42.70412,-108.88384,42.70412,2622,203,1555,41,76852,2309.512451,-1467.443726,3776.956055,51,1250,1250,-712,60336.92578,9325.193359,3075.262451,39,23860.38086,10570.31836,10570,10972
"Microtus longicaudus",-120.26906,41.53506,-120.26906,41.53506,2067,546,1361,39,70219,2548.40625,-872.993774,3421.399902,-197,1470,1492,-294,81646.98438,10331.06836,994.90625,53,29945.47656,4989.09375,6133,29043
"Microtus longicaudus",-109.64218,44.92673,-109.64218,44.92673,2513,198,1257,36,76897,2199.425049,-1274.387451,3473.8125,-669,1180,1225,-736,69731.04688,7288.931152,3832.112549,18,20326.95703,13145.20605,14820,19697
"Microtus longicaudus",-121.144251,40.704954,-121.144251,40.704954,1807,670,1606,45,66804,2741.506348,-777.75,3519.256348,-16,1564,1564,-114,55476.86719,8669.78125,742.918762,60,24051.91797,3663.568848,3664,23518
"Microtus longicaudus",-119.83766,37.78981,-119.83766,37.78981,1466,1106,1399,45,60589,2850.912598,-215.875,3066.787598,411,1909,1933,411,106376.9297,21802.85547,354.3125,82,55373.32031,1685.34375,2034,55373
"Microtus longicaudus",-118.427967,36.819483,-118.427967,36.819483,3367,140,1166,41,59629,1641.4375,-1175.256226,2816.693848,-507,952,952,-532,93531.25781,18192.25,636.112488,88,50258.41406,2363.225098,2363,48474
"Microtus longicaudus",-118.3835,36.7721,-118.3835,36.7721,3364,48,1065,39,57683,1467.881226,-1230.168701,2698.049805,-578,842,842,-583,100145.3047,19537.16211,635.21875,88,54007.82813,2373.725098,2374,52360
"Microtus longicaudus",-119.70387,37.6475,-119.70387,37.6475,1855,939,1184,42,59191,2514.743652,-272.112488,2786.856201,288,1722,1758,288,112386.8672,23026.55078,390.65625,84,60270.38281,1879.131226,2001,60270
"Microtus longicaudus",-119.08579,37.62852,-119.08579,37.62852,2371,522,1733,49,60384,2510.518799,-962.28125,3472.800049,-189,1338,1338,-189,58419.03125,10101.83105,676.412476,74,29587.44922,2287.418701,2287,29587
"Microtus longicaudus",-119.08602,37.60582,-119.08602,37.60582,2270,555,1748,50,59792,2565.368652,-910.762512,3476.131104,-71,1364,1364,-154,58250.48047,10483.31836,540.775024,74,29004.55664,1912.46875,1912,28490
"Microtus longicaudus",-118.7451,37.2014,-118.7451,37.2014,3344,31,1191,41,58927,1508.637451,-1348.78125,2857.418701,-627,833,833,-627,95060.54688,20181.13086,680.762451,88,53353.66797,2833.681152,2834,53354
"Microtus longicaudus",-118.7471,37.2001,-118.7471,37.2001,3344,72,1207,41,58997,1568.081299,-1312.625,2880.706299,-575,877,877,-586,96802.28906,20229.38672,768.075012,88,54904.58594,3027.356201,3027,54322
"Microtus longicaudus",-118.41,36.3806,-118.41,36.3806,2050,911,1385,44,61133,2597.006348,-489.600006,3086.606445,212,1749,1749,212,48077.04688,10596.21289,335.662506,95,29575.14453,1494.931274,1495,29575
"Microtus longicaudus",-118.6898,36.3108,-118.6898,36.3108,2223,719,1337,43,64241,2469.037598,-637.418762,3106.456299,50,1569,1580,-36,109741.7344,21270.38086,523.34375,83,58198.28906,2893.575195,3565,56682
"Microtus longicaudus",-109.753366,43.006457,-109.753366,43.006457,2861,192,1106,32,79938,2157.1875,-1224.412476,3381.600098,27,1291,1291,-743,64259.14844,7667.337402,3036.100098,20,19688.0625,11787.59961,11788,16577
"Microtus longicaudus",-121.154208,40.714078,-121.154208,40.714078,1757,680,1670,46,66479,2781.449951,-817.724976,3599.174805,-2,1574,1574,-101,53562.55469,8477.005859,646,61,23741.24219,3393.212402,3393,22781
"Microtus longicaudus",-121.129074,40.758938,-121.129074,40.758938,1943,718,1263,40,65297,2605.287598,-510.375,3115.662598,-6,1610,1610,-6,62921.34375,9017.049805,1194.518799,54,25461.76172,5108.46875,5108,25462
"Microtus longicaudus",-121.114813,40.737906,-121.114813,40.737906,1939,681,1348,42,65192,2616.4375,-585.331238,3201.768799,14,1560,1560,-56,61395.26953,8770.6875,1186,53,24662.58203,5012.40625,5012,24367
"Microtus longicaudus",-121.127383,40.719581,-121.127383,40.719581,1850,642,1535,44,66972,2704.068848,-744.4375,3448.506348,-137,1540,1540,-137,59625.19922,8898.255859,1059.824951,57,24575.51172,4363.931152,4364,24576
"Microtus longicaudus",-121.182357,40.730686,-121.182357,40.730686,1754,693,1554,45,64936,2711.925049,-714.90625,3426.831299,29,1566,1566,-72,53811.3125,8450.799805,635.599976,61,23989.06836,3421.837402,3422,22936
"Microtus longicaudus",-121.53307,40.432221,-121.53307,40.432221,1923,583,1397,45,58335,2387.831299,-709.456238,3097.287598,-77,1379,1379,-77,267675.375,48956.09375,1067.200073,75,130977.4141,8292.012695,8292,130977
"Microtus longicaudus",-121.474732,40.520599,-121.474732,40.520599,1990,561,1496,46,59916,2462.699951,-750.087524,3212.787598,-119,1363,1366,-119,185287.4688,31740.05078,1178.574951,70,86781.10938,7461.456055,7756,86781
"Microtus longicaudus",-120.24495,41.459417,-120.24495,41.459417,2020,500,1362,40,69578,2497.893799,-895.412476,3393.306152,-235,1416,1435,-328,75595.92188,9882.668945,1029.84375,50,27924.00781,4948.25,6506,26809
"Microtus longicaudus",-120.317548,41.425239,-120.317548,41.425239,1768,661,1457,41,70982,2728.243652,-782,3510.243652,-100,1603,1619,-175,58612.33594,7525.543945,934.712524,48,21302.58789,4271.225098,5518,20473
"Microtus longicaudus",-118.22488,37.40205,-118.22488,37.40205,2310,713,1640,45,68821,2707.412598,-881.237488,3588.650146,-25,1650,1650,-99,35875.97656,5536.575195,1390.90625,45,14226.68164,4453.443848,4453,12825
"Microtus longicaudus",-118.00818,37.41428,-118.00818,37.41428,1827,987,1628,41,78468,3084.443848,-802.012512,3886.456299,200,1353,2034,21,21532.56836,3129.6875,837.787476,40,8733.787109,3643.28125,4847,7416
"Microtus longicaudus",-118.56301,37.17597,-118.56301,37.17597,2964,294,1242,41,61742,1937.5625,-1081.862549,3019.425049,-369,1139,1139,-404,47935.75,8034.475098,1130.681274,63,22735.88672,4051.606445,4052,22188
"Microtus longicaudus",-120.23158,39.431667,-120.23158,39.431667,2020,507,1766,49,61286,2575.462402,-983.337463,3558.799805,-243,1309,1309,-243,84601.11719,14070.0625,1222.556152,72,40791.74219,3936.618652,3937,40792
"Microtus longicaudus",-120.286223,39.458147,-120.286223,39.458147,2133,523,1480,45,62406,2405.981201,-849.893738,3255.875,-190,1355,1370,-190,87150.69531,14400.52539,1048.568726,71,41999.34375,4176.024902,4873,41999
"Microtus longicaudus",-120.285487,39.46031,-120.285487,39.46031,2122,523,1480,45,62406,2405.981201,-849.893738,3255.875,-190,1355,1370,-190,87150.69531,14400.52539,1048.568726,71,41999.34375,4176.024902,4873,41999
"Microtus longicaudus",-120.608532,39.310237,-120.608532,39.310237,1774,861,1266,42,62165,2605.325195,-355.424988,2960.750244,165,1682,1712,165,189607.9375,33521.3125,885.356262,78,96347.9375,5001.012207,5444,96348
"Microtus longicaudus",-117.9317,37.46574,-117.9317,37.46574,1647,1162,1663,41,80730,3305.137695,-674.212524,3979.350098,357,595,2236,161,15556.4248,2182.399902,628.212524,36,5803.662598,2660.600098,3740,4747
"Microtus longicaudus",-118.56307,37.19518,-118.56307,37.19518,2839,402,1237,41,61173,2018.493774,-960.462524,2978.956299,-260,1233,1233,-290,42579.07031,7359.5,1060.087524,63,20019.89453,3809.262695,3809,19900
"Microtus longicaudus",-118.56908,37.20996,-118.56908,37.20996,2788,482,1286,42,61426,2138.962402,-886.15625,3025.118652,-184,1317,1317,-213,42728.46094,7159.799805,980.793701,62,19919.67969,3749.056152,3749,19801
"Microtus mexicanus",-104.84506,31.91953,-104.84506,31.91953,2393,1047,857,34,61137,2330.375,-183.993744,2514.368652,1723,643,1818,244,63728.15625,11682.4873,1332.631226,69,33364.1875,5670.456055,29038,7597
"Microtus mexicanus",-105.676392,32.644444,-105.676392,32.644444,2205,1064,1470,46,64511,2702.993652,-480.506256,3183.5,1806,1020,1891,243,59512.58203,12454.0498,2024.693848,68,31391.21875,6513.587891,27020,9215
"Microtus mexicanus",-109.09,33.83,-109.09,33.83,2412,758,1771,50,63161,2598.412598,-908.224976,3506.637695,1542,1035,1596,-18,54368.05078,10652.6123,1771.150024,57,25051.17969,5732.456055,20984,10825
"Microtus mexicanus",-107.514442,33.883057,-107.514442,33.883057,2712,892,1322,42,66639,2544.050049,-550.837524,3094.887695,1657,435,1739,55,44913.05078,9506.481445,1264.650024,75,24864.40625,4763.481445,21655,5786
"Microtus mexicanus",-106.3825,34.792778,-106.3825,34.792778,2324,793,1618,45,72044,2709.831299,-884.575012,3594.40625,1655,1173,1738,-105,64244.24219,8758.712891,3181.731201,30,23013.92578,11890.75586,19928,12657
"Microtus mexicanus",-111.9375,35.9375,-111.9375,35.9375,2283,831,1608,43,72260,2830.59375,-826.4375,3657.03125,82,1133,1798,-50,43272.4375,5592.887695,1117.568726,37,14282.3877,4980.59375,11167,12565
"Microtus montanus",-118.6244,42.7183,-118.6244,42.7183,2348,394,1105,37,64715,2163.5625,-770.09375,2933.65625,-277,1281,1281,-319,109973.2656,15355.3252,1424.675049,53,42170.23828,6934.987305,6935,41652
"Microtus montanus",-118.8664,42.8036,-118.8664,42.8036,1340,878,1627,44,70788,3017.456299,-632.943726,3650.399902,788,1786,1824,13,32826.92969,4301.649902,1202.900024,32,10994.13086,4413.53125,5486,8901
"Microtus montanus",-118.8683,42.8081,-118.8683,42.8081,1314,877,1650,45,70183,3017.175049,-632.75,3649.925049,793,1775,1815,18,32768.53906,4300.09375,1201.71875,32,10904.43164,4619.237305,5604,8812
"Microtus montanus",-118.3872,46.0494,-118.3872,46.0494,242,1197,1282,36,75635,3262.03125,-212.662506,3474.693848,296,2138,2200,250,43035.05078,5381.606445,1352.568726,39,15832.55078,4697.318848,5554,14469
"Microtus montanus",-120.9381,47.1956,-120.9381,47.1956,594,808,1236,37,72987,2695.050049,-563.706238,3258.756348,-54,1721,1764,-111,59844.73828,11526.03125,1001.3125,72,32252.55078,4537.962402,4740,28110
"Microtus montanus",-108.46,45.17,-108.46,45.17,2251,480,1039,31,79040,2447.3125,-890.743774,3338.056152,314,1511,1565,-448,51548.55469,9067.912109,2282.618652,41,20044.98047,9044.587891,10158,9561
"Microtus montanus",-108.55,45.2,-108.55,45.2,1924,589,1188,32,81170,2629.225098,-983.631287,3612.856445,431,-288,1703,-369,45348.33594,7846.024902,2039.556152,40,17671.51172,7887.612305,9239,8499
"Microtus montanus",-108.55,45.21,-108.55,45.21,1708,655,1187,31,84631,2721.181152,-1030.493774,3751.674805,523,-279,1798,-376,44069.03516,7764.112305,1967.237427,41,17210.125,7330.206055,9263,7838
"Microtus montanus",-114.27,47.33,-114.27,47.33,941,773,1237,35,79426,2840.162598,-672.168762,3512.331299,1163,328,1823,-218,39969.44922,5404.506348,2394.649902,28,13915.41309,8326.005859,10601,8488
"Microtus montanus",-114.21,47.35,-114.21,47.35,988,789,1287,36,79095,2884.625,-672.618774,3557.243652,1188,-202,1834,-202,42314.80078,5962.362305,2380.824951,32,15531.52539,8362.831055,11691,8363
"Microtus montanus",-110.66,42.61,-110.66,42.61,2467,185,1287,36,76483,2242.587402,-1239.949951,3482.537354,-669,1216,1216,-732,92035.09375,12159.80664,3382.981201,36,33179.54297,12001.34375,12001,32249
"Microtus montanus",-120.159545,39.782761,-120.159545,39.782761,1568,886,1697,45,69399,3025.356201,-674.006226,3699.362305,36,1780,1811,36,37107.89453,6054.299805,817.256226,60,17266.34961,3154.837402,3225,17266
"Microtus montanus",-119.5276,45.3329,-119.5276,45.3329,762,951,1318,40,66936,2900.537598,-381.03125,3281.568848,861,1817,1845,126,36542.03125,4319.018555,876.256226,37,11952.875,3829.706299,5196,10455
"Microtus montanus",-107.02,37.25,-107.02,37.25,2201,614,1986,44,82113,2863.762451,-1563.118774,4426.881348,1252,1000,1668,-460,51543.02344,6673.006348,1893.9375,29,18160.59961,8350.237305,12886,12385
"Microtus montanus",-106.72,40.52,-106.72,40.52,3076,168,1273,36,79915,2121.293701,-1401.268799,3522.5625,-723,1235,1235,-811,127950.2422,15505.86328,3764.431152,42,45319.53125,12681.16797,12681,44031
"Microtus montanus",-106.7,40.52,-106.7,40.52,2957,83,1171,34,81115,1987.71875,-1450.90625,3438.625,-818,1168,1168,-910,134503.5469,16630.20703,4098.950195,43,48205.20313,13389.06836,13389,46591
"Microtus montanus",-118.334788,46.2997,-118.334788,46.2997,311,1169,1224,35,75969,3190.506348,-220.949997,3411.456299,264,2125,2170,217,42160.88281,5551.293945,1175.487549,41,15881.40039,4387.543945,5236,14185
"Microtus montanus",-113.9595,46.8283,-113.9595,46.8283,1162,666,1345,37,79002,2786.09375,-842.099976,3628.193848,1046,1646,1709,-324,53559.60156,6923.831055,2993.350098,25,18051.65039,9999.631836,12457,13323
"Microtus montanus",-109.2235,33.6888,-109.2235,33.6888,2488,700,1762,49,64139,2567.043701,-994.456238,3561.5,1493,986,1554,-82,64930.45703,10701.98145,1582.824951,47,25549.38672,6645.762695,20956,15575
"Microtus montanus",-120.258629,39.43414,-120.258629,39.43414,2022,508,1700,49,60605,2513.925049,-943.318726,3457.243652,-223,1307,1307,-223,85818.04688,14105.70605,1217.3125,71,40890.99219,4015.237549,4015,40891
"Microtus montanus",-118.319839,46.049343,-118.319839,46.049343,294,1213,1116,33,75681,3150.231201,-141.618744,3291.849854,314,2172,2213,267,46117.70703,5841.006348,1258.393799,40,16844.48047,4754.268555,5607,15344
"Microtus montanus",-118.173077,46.2706,-118.173077,46.2706,374,1132,1224,36,74860,3137.162598,-252.068756,3389.231445,246,2080,2120,196,46911.26953,6223.71875,1278.756226,41,17796.52539,4861.53125,5787,15858
"Microtus montanus",-120.19853,39.42763,-120.19853,39.42763,1937,574,1745,48,63185,2643.46875,-937,3580.46875,-202,1406,1406,-202,83755.375,13986.28711,1106.506226,73,41160.36719,3821.881348,3822,41160
"Microtus montanus",-112.5942,42.9131,-112.5942,42.9131,1354,811,1423,35,88079,3110.987549,-887.950012,3998.9375,769,1964,1964,-320,30426.17578,3552.881348,1516.212524,23,9759.599609,5257.475098,5257,8011
"Microtus montanus",-111.1375,43.3375,-111.1375,43.3375,2006,500,1268,34,84176,2613.418701,-1031.387451,3644.806152,-445,1589,1620,-528,63767.23828,7070.043945,3301.387451,21,19785.61328,11760.4502,12047,18681
"Microtus montanus",-113.3748,45.6023,-113.3748,45.6023,1907,224,1665,40,83957,2541.431152,-1557.112549,4098.543945,1082,-864,1314,-864,32360.34961,4646.506348,1525.106201,35,12271.8877,5290.106445,10393,5290
"Microtus montanus",-113.4684,45.6153,-113.4684,45.6153,1849,221,1768,41,85128,2601.806152,-1639.625,4241.431152,1102,-683,1319,-893,30488.375,4533.162598,1351.868774,37,11798.35645,4915.299805,10189,5108
"Microtus montanus",-113.4887,45.6158,-113.4887,45.6158,1850,220,1763,41,85212,2601.350098,-1645.78125,4247.131348,1099,-685,1319,-894,30922.0625,4524.587402,1542.787476,35,11767.625,5198.706055,10158,5593
"Microtus montanus",-120.22386,39.43159,-120.22386,39.43159,2000,517,1766,49,62040,2595.1875,-974.174988,3569.362549,-241,1333,1333,-241,84441.51563,14081.73145,1225.331299,73,41033.86719,3935.225098,3935,41034
"Microtus montanus",-106.812137,40.485287,-106.812137,40.485287,2152,410,1727,40,88423,2724.056152,-1562.481201,4286.537109,-611,1532,1532,-763,62447.64453,6262.831055,3610.318848,18,18581.23047,11202.45703,11202,18071
"Microtus montanus",-117.863843,47.640751,-117.863843,47.640751,815,782,1127,33,77477,2758.193848,-563.412476,3321.606445,-131,1762,1797,-188,42149.98828,5654.737305,1429.318726,39,16178.53711,5138.824707,6427,14241
"Microtus montanus",-117.889557,47.756546,-117.889557,47.756546,672,837,1274,36,79513,2924.199951,-598.731262,3522.931152,-115,1823,1871,-169,42290.69922,5816.899902,1423.212524,39,16401.55664,5167.424805,6435,14341
"Microtus montanus",-106.989177,38.959157,-106.989177,38.959157,2978,120,1722,41,83530,2271.0625,-1891.71875,4162.78125,-802,1192,1192,-954,83559.71875,9344.712891,3005.043701,28,26835.76953,13350.58789,13351,26539
"Microtus montanus",-118.97,41.5,-118.97,41.5,2363,464,1063,33,70183,2345.018799,-782.393738,3127.412598,-265,1414,1423,-337,61678.17578,8781.950195,1074.518799,52,23793.39453,4528.262695,5308,22927
"Microtus montanus",-119.67,42.54,-119.67,42.54,1756,681,1469,43,66506,2740.850098,-672.868774,3413.71875,506,1570,1582,-95,32272.01953,4414.9375,1095.53125,37,11981.54395,4132.762695,4723,7770
"Microtus montanus",-119.89,39.16,-119.89,39.16,2668,412,1201,40,61741,2079.693848,-850.1875,2929.881348,-270,1256,1262,-270,86811.96875,15120.2627,811.1875,71,42107,3711.0625,4640,42107
"Microtus montanus",-118.065594,37.426865,-118.065594,37.426865,2377,717,1506,42,71340,2664.712402,-852.393738,3517.106201,-26,775,1681,-131,30936.94922,4096.131348,1328.568726,35,11924.58789,5490.431152,5743,11009
"Microtus montanus",-115.90404,41.2921,-115.90404,41.2921,1910,626,1562,40,78876,2856.40625,-1041.162476,3897.568848,-261,1623,1673,-360,27925.09961,3270.337402,1187.59375,30,9434.237305,3972.243652,4552,8933
"Microtus montanus",-117.1402,45.2039,-117.1402,45.2039,2605,103,1150,39,61396,1771.875,-1135.875,2907.75,-523,953,953,-583,124432.6016,17585.43164,3088.875,43,47727.58594,12492.45605,12492,45689
"Microtus montanus",-105.41,40.19,-105.41,40.19,2302,686,1357,39,73666,2657.556152,-781.650024,3439.206055,529,-202,1679,-202,48923.38672,6755.362305,1854.481201,39,17757.34375,5812.993652,14998,5813
"Microtus montanus",-111.57108,40.13253,-111.57108,40.13253,1449,1067,1471,36,88882,3338.737549,-704.387512,4043.125,1021,2234,2234,-73,49448.15625,5472.049805,1760.449951,29,15754.95605,6757.737305,6758,13156
"Microtus montanus",-120.1397,41.2178,-120.1397,41.2178,2528,354,1235,39,65485,2223.824951,-898.6875,3122.512451,-384,1253,1253,-384,78940.55469,13009.9375,1070.081299,59,33871.61719,3874.399902,3874,33872
"Microtus montanus",-120.239918,39.431969,-120.239918,39.431969,1968,508,1737,49,61281,2544.731201,-974.581299,3519.3125,-240,1312,1312,-240,85104.03125,14197.875,1219.393799,72,40850.03125,3934.300049,3934,40850
"Microtus montanus",-107.515972,38.412603,-107.515972,38.412603,2323,578,1792,41,85886,2814.84375,-1537.931274,4352.774902,1236,-554,1673,-554,34911.90625,4289.037598,1831.681274,25,11907.53125,6745.881348,8979,6746
"Microtus montanus",-107.519283,38.443284,-107.519283,38.443284,2237,599,1707,40,85271,2794.5,-1429.637451,4224.137695,1254,-517,1692,-517,37240.28125,4417.181152,1922.21875,23,12457.46875,7556.768555,9480,7557
"Microtus montanus",-107.269749,38.542711,-107.269749,38.542711,2679,458,1584,38,87652,2608.587402,-1509.662476,4118.25,1508,-92,1582,-695,42219.10547,5556.331055,2128.574951,31,15227.64355,6966.481445,13766,9075
"Microtus montanus",-107.529351,38.422568,-107.529351,38.422568,2191,531,1952,42,89468,2905.0625,-1712.737549,4617.799805,1205,-677,1655,-677,34413.21875,4188.65625,1822.743774,25,11735.84961,6526.706055,8999,6527
"Microtus montanus",-107.50703,38.486788,-107.50703,38.486788,2918,415,1507,39,81128,2541.1875,-1300.34375,3841.53125,1056,752,1506,-572,46266.13281,5050.856445,2305.606201,20,14732.90039,9385.950195,11575,10402
"Microtus montanus",-112.693,37.5214,-112.693,37.5214,2641,397,1415,41,70084,2248.581299,-1161.612549,3410.193848,-340,1104,1349,-443,61476.21875,7989.519043,1825.712524,31,21235.57422,9392.3125,11012,18618
"Microtus montanus",-111.0274,40.5745,-111.0274,40.5745,2600,352,1609,41,78266,2540.456299,-1371.018799,3911.475098,-446,1406,1406,-595,76985.04688,8335.174805,3105.681152,29,24403.54297,11365.38086,11365,24311
"Microtus montanus",-112.91341,37.59466,-112.91341,37.59466,2578,592,1225,37,73280,2405.949951,-886.112488,3292.0625,-181,1324,1583,-279,71427.76563,10063.875,1998.387451,32,24812.6875,11027.77441,13499,20551
"Microtus montanus",-111.72167,40.75056,-111.72167,40.75056,1711,848,1543,38,84653,3105.743652,-913.5,4019.243652,756,1965,1965,-220,62951.73828,6833.381348,2735.262451,27,20038.19922,9264.625,9265,15799
"Microtus montanus",-113.41389,41.92111,-113.41389,41.92111,2701,155,1166,35,72617,2087.899902,-1173.462524,3261.362305,-30,1142,1142,-696,72766.32813,8647.994141,2890.46875,39,25052.10547,8894.599609,8895,23739
"Microtus montanus",-119.035146,37.997996,-119.035146,37.997996,1992,802,1755,45,71380,2925.162598,-902.568726,3827.731445,-98,1745,1745,-98,33360.69922,6028.53125,744.8125,68,16486.88086,3100.243652,3100,16487
"Microtus montanus",-118.59,43.01,-118.59,43.01,1501,882,1305,37,77014,2944.056152,-580.256226,3524.3125,737,1897,1919,-44,36320.69922,5097.975098,1116.393799,41,13072.22461,4087.600098,4718,10693
"Microtus montanus",-119.74,43.88,-119.74,43.88,1641,553,1576,43,67754,2678.96875,-912.400024,3591.368652,-209,1439,1462,-267,49405.63281,6569.131348,1450.40625,43,18827.93164,5081.931152,5838,17353
"Microtus montanus",-119.07,43.98,-119.07,43.98,1695,538,1372,39,72128,2628.699951,-883.631226,3512.331055,-274,1495,1505,-324,50823.19922,7850.375,1559.599976,48,20965.03125,5007.84375,5975,19892
"Microtus montanus",-118.58,44.5,-118.58,44.5,1605,644,1286,38,71792,2647.362549,-724.96875,3372.331299,-165,1606,1606,-208,67649.82813,10429.90039,2442.887451,45,28161.19922,8523.049805,8523,26550
"Microtus montanus",-112.76643,37.69709,-112.76643,37.69709,3171,162,1045,34,71395,1846.943726,-1165.150024,3012.09375,-581,875,1141,-661,77703.85156,10794.63086,2579.037598,32,27208.39453,11948.54297,14377,23213
"Microtus montanus",-111.17306,40.63083,-111.17306,40.63083,2209,524,1559,39,81534,2748.625,-1151.381226,3900.006348,-309,1611,1611,-478,63578.03125,6764.306152,2655.200195,27,19704.73828,9560.069336,9560,19373
"Microtus montanus",-119.5724,45.7479,-119.5724,45.7479,187,1167,1320,38,75948,3192.762451,-260.581238,3453.34375,264,2108,2167,213,21961.98828,3133.256348,503.475006,47,9232.450195,2227.074951,2491,8206
