SPECIES,LONG_WGS84,LAT_WGS84
Callospermophilus lateralis,-115.5086,47.4103
Callospermophilus lateralis,-115.7297,47.5167
Callospermophilus lateralis,-119.64361,40.44417
Callospermophilus lateralis,-114.17691,39.27333
Callospermophilus lateralis,-114.15,39.23
Callospermophilus lateralis,-114.155,39.34472
Callospermophilus lateralis,-120.4257,44.4709
Callospermophilus lateralis,-122.9107,44.2042
Callospermophilus lateralis,-119.93642,39.00222
Callospermophilus lateralis,-119.93288,39.31333
Callospermophilus lateralis,-118.96647,37.126209
Callospermophilus lateralis,-118.569501,37.16509
Callospermophilus lateralis,-117.3669,45.2558
Callospermophilus lateralis,-117.3874,45.2269
Callospermophilus lateralis,-117.3874,45.3137
Callospermophilus lateralis,-106.87,37.84
Callospermophilus lateralis,-104.886459,38.782694
Callospermophilus lateralis,-109.54115,43.44695
Callospermophilus lateralis,-110.28855,40.99465
Callospermophilus lateralis,-115.64361,36.25778
Callospermophilus lateralis,-120.7729,45.6839
Callospermophilus lateralis,-120.11819,38.85078
Callospermophilus lateralis,-121.5208,45.4189
Callospermophilus lateralis,-120.6169,39.37503
Callospermophilus lateralis,-119.1012,44.5392
Callospermophilus lateralis,-112.77,37.52
Callospermophilus lateralis,-112.67,37.52
Callospermophilus lateralis,-112.78297,37.52422
Callospermophilus lateralis,-112.36116,38.3167
Callospermophilus lateralis,-123.408564,41.182135
Callospermophilus lateralis,-115.6881,45.6153
Callospermophilus lateralis,-117.71707,39.26389
Callospermophilus lateralis,-123.35389,40.51611
Callospermophilus saturatus,-121.399,47.3925
Callospermophilus saturatus,-120.7153,48.7533
Callospermophilus saturatus,-121.1778,47.2372
Callospermophilus saturatus,-121.3381,47.3225
Callospermophilus saturatus,-121.1239,46.6644
Callospermophilus saturatus,-121.0931,46.6514
Callospermophilus saturatus,-121.0828,46.9619
Callospermophilus saturatus,-121.7617,46.1136
Callospermophilus saturatus,-121.11,47.74
Callospermophilus saturatus,-121.5144,46.8722
Otospermophilus beecheyi,-121.89,36.6
Otospermophilus beecheyi,-118.197515,34.101072
Otospermophilus beecheyi,-119.146,34.812
Otospermophilus beecheyi,-118.89392,34.876003
Otospermophilus beecheyi,-119.244272,34.449745
Otospermophilus beecheyi,-117.833242,34.323364
Otospermophilus beecheyi,-116.921274,34.14302
Otospermophilus beecheyi,-116.81556,34.16861
Otospermophilus beecheyi,-116.96972,34.21944
Otospermophilus beecheyi,-116.82083,34.29861
Otospermophilus beecheyi,-116.85818,34.36236
Otospermophilus beecheyi,-119.26,34.441
Otospermophilus beecheyi,-117.2591,34.00937
Otospermophilus beecheyi,-122.295592,40.78469
Otospermophilus beecheyi,-116.469264,32.605164
Otospermophilus beecheyi,-117.083,32.64
Otospermophilus beecheyi,-117.243243,32.688741
Otospermophilus beecheyi,-116.6,33.07
Otospermophilus beecheyi,-116.599508,32.949608
Otospermophilus beecheyi,-116.7139,33.0806
Otospermophilus beecheyi,-116.52355,33.17565
Otospermophilus beecheyi,-117.1283,32.5553
Otospermophilus beecheyi,-116.784441,33.915067
Otospermophilus beecheyi,-116.638,33.925
Otospermophilus beecheyi,-116.881026,33.933586
Otospermophilus beecheyi,-116.676062,33.791263
Otospermophilus beecheyi,-116.74625,33.803947
Otospermophilus beecheyi,-116.659361,33.804223
Otospermophilus beecheyi,-116.760491,33.72238
Otospermophilus beecheyi,-116.664705,33.76334
Otospermophilus beecheyi,-116.630608,33.612232
Otospermophilus beecheyi,-122.455987,37.724039
Otospermophilus beecheyi,-123.489065,39.541394
Otospermophilus beecheyi,-116.189,32.618
Otospermophilus beecheyi,-116.1,32.67
Otospermophilus beecheyi,-116.6,33.21
Otospermophilus beecheyi,-120.328223,41.799895
Otospermophilus beecheyi,-120.344282,41.436398
Otospermophilus beecheyi,-120.200876,41.508257
Otospermophilus beecheyi,-124.084529,40.785317
Otospermophilus beecheyi,-124.2623,40.60969
Otospermophilus beecheyi,-124.0327,40.5216
Otospermophilus beecheyi,-118.19796,34.067968
Otospermophilus beecheyi,-120.061399,38.90268
Otospermophilus beecheyi,-121.513688,37.630297
Otospermophilus beecheyi,-123.120833,40.7525
Otospermophilus beecheyi,-123.18194,40.55444
Otospermophilus beecheyi,-122.398523,41.602448
Otospermophilus beecheyi,-122.825497,41.378302
Otospermophilus beecheyi,-123.061564,41.100348
Otospermophilus beecheyi,-122.382059,41.227557
Otospermophilus beecheyi,-119.692108,36.95177
Otospermophilus beecheyi,-119.904732,37.217068
Otospermophilus beecheyi,-119.31074,36.059519
Otospermophilus beecheyi,-119.90177,35.27897
Otospermophilus beecheyi,-118.450732,35.838448
Otospermophilus beecheyi,-121.913042,37.881695
Otospermophilus beecheyi,-120.974563,37.887334
Otospermophilus beecheyi,-121.670523,39.607929
Otospermophilus beecheyi,-121.773333,39.688667
Otospermophilus beecheyi,-122.240262,38.886353
Otospermophilus beecheyi,-122.803934,41.263088
Otospermophilus beecheyi,-122.46532,41.497765
Otospermophilus beecheyi,-121.787167,39.191667
Otospermophilus beecheyi,-120.722936,36.81774
Otospermophilus beecheyi,-118.32024,36.81301
Otospermophilus beecheyi,-120.295138,38.775134
Otospermophilus beecheyi,-120.838802,39.205933
Otospermophilus beecheyi,-120.712438,39.257083
Otospermophilus beecheyi,-123.176835,38.526737
Otospermophilus beecheyi,-123.15104,39.5155
Otospermophilus beecheyi,-123.1604,39.51602
Otospermophilus beecheyi,-123.355002,39.5073
Otospermophilus beecheyi,-120.547562,39.301873
Otospermophilus beecheyi,-120.549817,39.313929
Otospermophilus beecheyi,-118.355793,34.063598
Otospermophilus beecheyi,-118.601238,34.257262
Otospermophilus beecheyi,-118.378951,33.855982
Otospermophilus beecheyi,-117.479799,36.573161
Otospermophilus beecheyi,-118.06098,36.56213
Otospermophilus beecheyi,-118.11135,36.59534
Otospermophilus beecheyi,-118.214801,36.826074
Otospermophilus beecheyi,-117.465934,36.58766
Otospermophilus beecheyi,-122.257423,37.871928
Otospermophilus beecheyi,-122.24106,37.872654
Otospermophilus beecheyi,-122.121165,38.011915
Otospermophilus beecheyi,-122.253169,37.873723
Otospermophilus beecheyi,-121.183879,36.444617
Otospermophilus beecheyi,-121.128332,36.460933
Otospermophilus beecheyi,-121.214098,35.971156
Otospermophilus beecheyi,-120.747539,36.133317
Otospermophilus beecheyi,-123.485194,39.686337
Otospermophilus beecheyi,-120.824076,37.714718
Otospermophilus beecheyi,-119.1805,35.07567
Otospermophilus beecheyi,-119.278572,35.905054
Otospermophilus beecheyi,-119.9531,36.7388
Otospermophilus beecheyi,-120.3796,36.781
Otospermophilus beecheyi,-120.3776,36.7514
Otospermophilus beecheyi,-118.434136,33.930647
Otospermophilus beecheyi,-117.905657,35.936722
Otospermophilus beecheyi,-118.016146,36.268134
Otospermophilus beecheyi,-120.346803,39.575338
Otospermophilus beecheyi,-121.835607,36.60922
Otospermophilus beecheyi,-121.822246,36.620269
Otospermophilus beecheyi,-121.42276,35.96988
Otospermophilus beecheyi,-121.5956,45.52
Otospermophilus beecheyi,-119.399835,35.058813
Otospermophilus beecheyi,-121.649292,39.467935
Otospermophilus beecheyi,-116.8778,32.8845
Otospermophilus beecheyi,-116.533406,33.828361
Otospermophilus beecheyi,-118.335196,33.745817
Otospermophilus beecheyi,-118.326919,33.342076
Otospermophilus beecheyi,-117.331935,34.597744
Otospermophilus beecheyi,-119.79492,38.775711
Otospermophilus beecheyi,-119.797843,38.796186
Otospermophilus beecheyi,-119.785737,38.828696
Otospermophilus beecheyi,-121.9947,42.7047
Otospermophilus beecheyi,-119.781785,36.302195
Otospermophilus beecheyi,-121.78,36.25
Otospermophilus beecheyi,-119.304187,37.148065
Otospermophilus beecheyi,-123.015054,40.394887
Otospermophilus beecheyi,-122.60315,38.91703
Otospermophilus beecheyi,-116.563706,33.758516
Otospermophilus beecheyi,-117.177167,34.008833
Otospermophilus beecheyi,-117.182,34.056
Otospermophilus beecheyi,-116.565909,33.801247
Otospermophilus beecheyi,-123.047033,38.333152
Otospermophilus beecheyi,-119.116229,34.807716
Otospermophilus beecheyi,-118.463237,34.030336
Otospermophilus beecheyi,-116.576396,34.054507
Otospermophilus beecheyi,-118.23584,34.08371
Otospermophilus beecheyi,-118.369008,34.507101
Otospermophilus beecheyi,-121.173799,35.970831
Otospermophilus beecheyi,-122.61,45.39
Otospermophilus beecheyi,-123.43064,40.41634
Otospermophilus beecheyi,-123.411686,40.416342
Otospermophilus beecheyi,-119.29954,35.193961
Otospermophilus beecheyi,-119.0741,36.7055
Otospermophilus beecheyi,-118.115547,34.579489
Otospermophilus beecheyi,-121.750938,36.370134
Otospermophilus beecheyi,-117.6475,34.0975
Otospermophilus beecheyi,-122.80035,40.165616
Otospermophilus beecheyi,-123.314859,40.245477
Otospermophilus beecheyi,-121.976266,39.585317
Otospermophilus beecheyi,-122.374183,41.381408
Otospermophilus beecheyi,-122.943661,39.424468
Otospermophilus beecheyi,-118.773864,36.57566
Otospermophilus beecheyi,-118.34507,35.479333
Otospermophilus beecheyi,-118.371228,34.003347
Otospermophilus beecheyi,-119.921001,39.259582
Otospermophilus beecheyi,-116.9184,34.087525
Otospermophilus beecheyi,-116.84813,34.26446
Otospermophilus beecheyi,-119.04701,34.827853
Otospermophilus beecheyi,-117.070924,32.774711
Otospermophilus beecheyi,-117.515063,36.065444
Otospermophilus beecheyi,-117.522775,36.065794
Otospermophilus beecheyi,-117.516499,36.075254
Otospermophilus beecheyi,-117.518392,36.542694
Otospermophilus beecheyi,-121.043199,36.903789
Otospermophilus beecheyi,-122.451487,41.445364
Otospermophilus beecheyi,-122.4662,41.4716
Otospermophilus beecheyi,-122.268582,41.75584
Otospermophilus beecheyi,-122.554451,41.885818
Otospermophilus beecheyi,-122.925881,41.910649
Otospermophilus beecheyi,-123.625462,41.995548
Otospermophilus beecheyi,-124.112336,41.926251
Otospermophilus beecheyi,-122.378932,41.408114
Otospermophilus beecheyi,-122.42382,41.402433
Otospermophilus beecheyi,-123.994921,40.138643
Otospermophilus beecheyi,-119.4559,35.14612
Otospermophilus beecheyi,-119.865183,37.452014
Otospermophilus beecheyi,-121.05343,36.576864
