presentAbsent,DRAINAGE_DENS,CV_TEMP
0,2.2807,1.582
0,2.3469,1.7873
0,1.1398,1.729
0,1.2995,1.85
0,1.0998,1.4973
0,1.3699,1.7498
0,1.3576,1.5767
0,2.1106,1.61
0,1.7109,1.67
0,0.798,1.4999
0,1.5213,1.73
0,15.5363,1.76
0,1.8846,0
0,2.3991,1.6067
0,3.5135,1.8868
0,0.0195,1.5112
0,1.9133,1.92
0,1.9665,1.6467
0,2.2903,1.65
0,1.6663,1.66
0,2.2691,1.7698
0,0.0915,1.62
0,2.6789,1.8671
0,2.1615,1.8788
0,0.4579,1.5
0,1.7464,1.44
0,0.6454,1.8384
0,0.9827,1.84
0,0.5583,1.5723
0,1.2803,1.62
0,2.8778,1.68
0,1.0659,1.7297
0,0.8128,1.58
0,2.3134,1.88
0,1.8678,1.68
0,13.6522,1.82
0,1.531,1.8159
0,1.2973,1.57
0,2.7944,1.67
0,1.649,1.8
0,1.5485,1.47
0,1.7173,0
0,2.0488,1.67
0,2.1566,1.76
0,0.339,1.69
0,2.9712,1.71
0,1.667,1.6913
0,1.9285,1.77
0,1.925,1.49
0,0.5491,1.45
0,1.5592,1.69
0,3.0922,1.7643
0,1.8474,1.8228
0,1.9805,1.89
0,1.878,1.7949
0,0.4105,1.74
0,1.1809,1.59
0,3.0757,1.69
0,1.9168,1.61
0,2.3398,1.85
0,0.8047,1.8228
0,1.6941,1.7055
0,1.9492,1.89
0,1.9345,1.8
0,2.1587,1.6924
0,2.2528,1.72
0,2.2106,1.7898
0,1.7542,1.5584
0,2.0417,1.61
0,12.7702,1.8
0,2.6187,1.7632
0,1.9261,1.57
0,1.7838,1.67
0,1.9876,1.705
0,2.5222,1.7331
0,0.3136,1.75
0,1.9823,1.7
0,1.8729,1.61
0,0.0122,1.81
0,0.4488,1.59
0,1.6435,1.55
0,0.8756,1.5997
0,0.6965,1.83
0,1.4396,1.6896
0,1.4997,1.62
0,1.7544,1.6335
0,0.7178,1.4555
0,2.4552,1.85
0,1.1093,1.5758
0,2.3585,1.56
0,2.1887,1.8067
0,1.2236,1.54
0,1.0827,1.8353
0,1.9466,1.7401
0,1.902,1.5699
0,1.6316,1.73
0,2.1307,1.7881
0,2.175,1.68
0,2.2386,1.7046
0,1.7334,1.5258
0,1.5442,1.64
0,1.6891,1.65
0,0.1404,1.901
0,2.0571,1.68
0,3.5171,1.85
0,5.0056,1.84
0,2.0146,1.8254
0,0.9875,1.65
0,1.469,1.7796
0,2.0965,1.55
0,0.4273,1.78
0,1.6832,1.49
0,1.7471,1.8242
0,1.0464,1.84
0,1.5039,1.62
0,1.3695,1.6
0,0.3149,1.8
0,1.9464,1.6499
0,1.6566,1.47
0,1.5234,1.54
0,1.6127,1.5506
0,4.087,1.783
0,0.9755,1.8453
0,1.6758,1.6299
0,1.8483,1.621
0,1.6932,1.7148
0,1.3383,1.6919
0,1.4602,1.61
0,1.9565,1.67
0,1.6424,1.62
0,1.7427,1.7747
0,2.1299,1.8362
0,1.4082,1.59
0,1.8211,1.59
0,3.0007,1.76
0,1.824,1.4301
0,2.1647,1.5223
0,0.7103,1.6665
0,1.8203,1.8026
0,1.8986,1.8596
0,9.1373,1.77
0,2.4025,1.72
0,1.9102,1.4821
0,1.099,1.81
0,1.9678,1.6405
0,1.2955,1.8
0,1.5283,1.86
0,2.0669,1.8251
0,2.4482,1.92
0,1.6888,1.73
0,1.2542,1.7533
0,1.1891,1.6964
0,1.1576,1.8
0,0.5437,1.9212
0,1.5554,1.7148
0,1.6888,1.7771
0,1.6031,1.7765
0,2.0211,1.88
0,0.2604,1.89
0,1.4799,1.59
0,2.6574,1.7521
0,2.0021,1.5
0,2.0145,1.62
0,2.0839,1.48
0,1.6614,1.8922
0,2.2959,1.8198
0,4.529,1.82
0,1.1722,1.48
0,2.1359,1.6
0,1.2134,1.7291
0,1.1584,1.6753
0,1.5991,1.6769
0,1.4348,1.61
0,1.5909,1.67
0,2.0891,1.6654
0,1.2231,1.68
0,2.0023,1.6671
0,1.0667,1.56
0,3.2273,1.883
0,7.9921,1.82
0,2.5948,1.6068
0,1.7527,1.62
0,9.3154,1.76
0,1.4101,1.6965
0,1.9071,1.66
0,0.3433,1.56
0,2.3465,1.66
0,1.7822,1.6113
0,1.5181,1.73
0,0.9093,1.55
0,1.5851,1.7877
0,1.5922,1.6403
0,2.0989,1.5217
0,2.7144,1.85
0,1.6051,0
0,1.4672,1.8323
0,2.5018,1.52
0,5.2961,1.61
0,3.7327,1.6525
0,1.3386,1.91
0,0.6523,1.73
0,0.475,1.5689
0,2.0259,1.77
0,1.7298,1.679
0,1.9252,1.6766
0,3.0992,1.7263
0,1.1732,1.6552
0,1.3951,1.5763
0,2.6839,1.85
0,1.7543,1.774
0,0.3875,1.86
0,2.001,1.82
0,0.8647,1.7124
0,1.7776,1.6583
0,1.561,1.69
0,1.8775,1.6795
0,1.4299,1.7467
0,2.0771,1.55
0,2.6623,1.7864
0,1.6232,1.68
0,1.6898,1.6
0,2.653,1.92
0,2.6006,1.6901
0,1.9595,1.7646
0,2.0927,1.5177
0,1.8147,1.53
0,2.0412,1.8198
0,1.9968,1.6595
0,0.8198,1.62
0,2.714,1.63
0,3.5854,1.8664
0,0.756,1.91
0,1.656,1.58
0,1.8071,1.7527
0,1.0645,1.6805
0,4.8589,1.8049
0,2.2899,1.72
0,1.7686,1.8695
0,1.8234,1.66
0,1.2874,1.8025
0,2.3798,1.8554
0,1.7228,1.5
0,2.0129,1.59
0,1.9823,1.6155
0,0.9149,1.6626
0,1.135,1.5375
0,1.9518,1.56
0,1.7071,1.68
0,3.356,1.8285
0,1.1276,1.63
0,1.0307,1.5875
0,2.7841,1.55
0,1.542,1.62
0,1.7691,1.8498
0,1.4826,1.6794
0,1.3083,1.71
0,1.34,1.8
0,1.6634,1.8
0,1.9321,1.8647
0,1.6184,1.64
0,1.2174,1.8232
0,1.9043,1.57
0,3.0558,1.7845
0,1.3609,1.61
0,1.3667,1.8696
0,1.6919,1.57
0,3.2675,1.7994
0,1.6636,1.6902
0,0.0194,1.82
0,1.9873,1.7674
0,1.8733,1.7399
0,2.7931,1.75
0,2.1112,1.7581
0,1.4266,1.7165
0,0.8045,1.7971
0,3.1403,1.6853
0,2.0217,1.8299
0,1.0159,1.82
0,1.8505,1.63
0,13.0091,1.82
0,1.769,1.5173
0,2.6091,0
0,1.8561,1.8481
0,11.9709,1.76
0,2.6058,1.54
0,1.0256,1.66
0,2.3866,1.8587
0,2.2864,1.7728
0,1.9161,1.7104
0,1.9301,1.7715
0,1.4033,1.7321
0,0.4714,1.71
0,2.1757,1.74
0,1.444,1.77
0,1.6319,1.51
0,0.8187,1.59
0,0.6428,1.62
0,1.2327,1.7564
0,0.9377,1.8499
0,1.5453,1.8373
0,4.1743,1.72
0,1.8558,1.6318
0,1.941,1.87
0,1.6628,1.66
0,2.0893,1.8343
0,2.2295,1.63
0,2.1333,1.84
0,3.7398,1.8027
0,1.5986,1.46
0,1.1335,1.7911
0,1.5331,1.74
0,2.1567,1.5
0,1.0936,1.48
0,1.621,1.8361
0,1.2825,1.8079
0,0.8555,1.66
0,0.8128,1.55
0,2.005,1.7564
0,2.9343,1.88
0,2.1875,1.6112
0,2.1473,1.8806
0,1.2155,1.56
0,1.9175,1.5582
0,2.158,1.7295
0,3.2354,1.69
0,2.0059,1.8109
0,1.6588,1.68
0,1,1.722
0,1.8543,1.6313
0,1.7354,1.586
0,1.6658,1.5508
0,1.1464,1.62
0,1.0173,1.5568
0,1.5664,1.6999
0,1.9412,1.7
0,2.2168,1.67
0,1.027,1.57
0,2.2455,1.6561
0,2.0455,1.61
0,26.0249,1.77
0,1,1.62
0,5.2413,1.76
0,0.9712,1.7957
0,2.1385,1.701
0,1.6403,1.7095
0,2.0501,1.793
0,1.4682,1.7497
0,1.3779,1.6446
0,1.9742,1.7467
0,1.2084,1.66
0,1.7305,1.82
0,1.7641,1.68
0,1.5445,1.57
0,2.1221,1.64
0,2.3047,1.68
0,1.7808,1.7195
0,2.1165,1.64
0,1.7905,1.6529
0,1.1807,1.4749
0,1.3266,1.92
0,3.306,1.58
0,1.2439,1.751
0,2.038,1.9
0,2.3987,1.92
0,1.7458,1.51
0,1.5451,1.8803
0,1.6608,1.85
0,2.068,1.589
0,1.1805,1.7333
0,3.7941,1.7426
0,1.6252,1.831
0,4.4383,1.82
0,2.9309,1.71
0,1.1583,1.647
0,1.4687,1.86
0,2.0024,1.6637
0,1.3514,1.68
0,2.2561,1.894
0,2.5961,1.6703
0,1.909,1.8697
0,1.172,1.6415
0,2.1918,1.73
0,1.863,1.7476
0,1.417,1.78
0,2.3186,1.89
0,1.4156,1.64
0,1.3103,1.6794
0,0.061,1.71
0,1.9041,1.4755
0,1.3888,1.58
0,1.6141,1.85
0,0.2829,1.73
0,2.1106,1.8161
0,1.4744,1.73
0,1.8637,1.8782
0,1.767,1.8092
0,1.3822,1.68
0,0.6411,1.59
0,2.304,1.61
0,1.0578,1.84
0,0.4593,1.53
0,1.7505,1.7619
0,1.6613,1.6
0,1.5217,1.747
0,1.5328,1.54
0,2.1546,1.6082
0,1.8062,1.71
0,1.6933,1.74
0,2.1515,1.63
0,1.8564,1.6272
0,1.4697,1.56
0,1.5136,1.7008
0,2.1004,1.808
0,1.1423,1.8098
0,0.4005,1.917
0,1.0374,1.55
0,1.8624,1.6935
0,1.4158,1.4797
0,2.0806,1.643
0,1.5285,1.67
0,1.2339,1.82
0,2.1018,1.76
0,0.6829,1.71
0,1.9123,1.68
0,1.2937,1.6149
0,1.7623,1.62
0,2.5757,1.7087
0,2.1921,1.5798
0,1.0994,1.8099
0,1.1878,1.5
0,1.7643,1.69
0,1.3946,1.61
0,2.1178,1.58
0,1.7198,1.8411
0,2.0844,1.62
0,2.3049,1.67
0,2.1181,1.5375
0,1.8654,1.8189
0,1.4604,1.66
0,2.281,1.6299
0,1.9175,1.6601
0,1.9029,1.7288
0,16.2825,1.62
0,0.0044,1.7824
0,1.5455,1.7
0,1.8268,1.63
0,2.2464,1.5294
0,1.3678,1.6816
0,1.5243,1.62
0,1.6007,1.64
0,2.3271,1.5899
0,2.8218,1.78
0,0.935,1.81
0,0.9313,1.49
0,1.9565,1.7363
0,1.6719,1.47
0,2.2995,1.67
0,0.8545,1.73
0,2.0596,1.82
0,1.3001,1.69
0,1.1037,1.6798
0,2.1203,1.9
0,1.9529,1.63
0,1.8829,1.57
0,2.0343,1.73
0,1.4791,1.742
0,0.9636,1.7086
0,2.3039,1.64
0,1.5134,1.6931
0,1.9872,1.6761
0,2.1734,1.8
0,0.172,1.8
0,1.9003,1.54
0,1.7267,1.6951
0,1.4797,1.6991
0,1.5989,1.6896
0,1.7407,1.7055
0,3.4268,1.58
0,0.9279,1.6429
0,1.5489,1.57
0,0.3457,1.82
0,1.4658,1.89
0,2.2129,1.6771
0,1.4429,1.73
0,1.4882,1.54
0,1.5837,1.7
0,1.4989,1.7813
0,1.6337,1.56
0,1.6406,1.63
0,3.0483,1.67
0,2.0495,1.8
0,1.2994,1.47
0,2.348,1.6679
0,1.2921,1.666
0,0.8622,1.89
0,1.47,1.63
0,1.819,1.62
0,1.8227,1.7675
0,0.8698,1.6607
0,1.6319,1.6423
0,1.6636,1.65
0,1.9417,1.6377
0,1.1174,1.51
0,1.6936,1.8114
0,1.1593,1.8769
0,1.1397,1.74
0,1.9386,1.7171
0,1.6825,1.7148
0,1.5661,1.7521
0,1.3627,1.77
0,6.5608,1.63
0,2.0595,1.7199
0,0.8503,1.58
0,1.8736,1.6842
0,1.6863,1.49
0,2.2978,1.67
0,1.5992,1.8551
0,2.1131,1.65
0,4.3858,1.86
0,1.4229,1.51
0,6.8974,1.75
0,2.2478,1.7469
0,1.896,1.6571
0,1.5379,1.7987
0,2.0017,1.9
0,1.6225,1.72
0,1.4014,1.61
0,1.2582,1.6599
0,2.2841,1.86
0,5.1329,1.5
0,1.9649,1.54
0,0.6773,1.7039
0,1.4758,1.5315
0,2.0452,1.58
0,1.6109,1.8459
0,0.6318,1.7695
0,1.309,1.6018
0,1.3877,1.7
0,2.1581,1.87
0,1.4415,1.5916
0,1.6987,1.79
0,1.3027,1.69
0,1.71,1.6122
0,1.6383,1.7
0,1.8117,1.65
0,1.2785,1.65
0,1.5596,1.6522
0,0.7937,1.67
0,0.8399,1.62
0,10.8801,1.81
0,0.0231,1.5739
0,1.8656,1.56
0,1.1882,1.7076
0,0.8687,1.4795
0,2.0597,1.6415
0,1.2597,1.74
0,1.5822,1.579
0,1.5213,1.81
0,0.2423,1.81
0,1.9023,1.63
0,3.0362,1.82
0,2.8907,1.56
0,2.1698,1.72
0,0.9375,1.84
0,2.3368,1.5451
0,2.4422,1.8697
0,0.3286,1.71
0,2.4338,1.8089
0,1.6955,1.7712
0,1.7123,1.5912
0,1.2943,1.6812
0,1.9523,1.9321
0,1.2592,1.6795
0,2.26,1.62
0,1.126,1.797
0,2.1453,1.63
0,1.4631,1.46
0,0.6428,1.62
0,3.113,1.69
0,1.0919,1.7237
0,3.7923,1.6713
0,1.3743,1.6116
0,2.6618,1.7964
0,1.9955,1.5011
0,1.8167,1.63
0,1.5221,1.63
0,1.2066,1.71
0,1.9936,1.52
0,0.6096,1.73
0,2.0659,1.86
0,1.8308,1.6
0,1.108,1.5465
0,1.9508,1.76
0,3.1208,1.6016
0,1.9985,1.7753
0,1.2911,1.5936
0,2.005,1.88
0,0.5167,1.87
0,1.8792,1.8057
0,1.7017,1.8
0,0.7143,1.76
0,0.5499,1.7409
0,1.8877,1.64
0,2.4375,1.53
0,2.091,1.8159
0,0.4396,1.6747
0,4.7763,1.79
0,2.1443,1.64
0,5.3005,1.79
0,2.2348,1.6645
0,1.2444,1.8
0,2.0622,1.5162
0,1.1467,1.72
0,0.3228,1.8
0,1.7651,1.64
0,0.161,1.8
0,1.1396,1.5
0,1.8077,1.7125
0,1.5653,1.7672
0,2.0771,1.64
0,2.2095,1.7012
0,2.0494,1.74
0,1.7138,1.4802
0,0.4042,1.8047
0,0.8357,1.59
0,1.8979,1.5136
0,2.4319,1.57
0,1.6913,1.52
0,2.1598,1.87
0,1.9481,1.7352
0,2.4032,1.88
0,1.74,1.57
0,1.0671,1.67
0,2.0484,1.64
0,2.4996,1.9176
0,1.504,1.7934
0,1.7299,1.6295
0,1.672,1.6387
0,1.3721,1.73
0,1.1437,1.7043
0,0.4249,1.8906
0,1.8518,1.71
0,1.8179,1.69
0,1.8954,1.59
0,1.381,1.76
0,2.1354,1.5
0,2.1339,1.92
0,2.1864,1.93
0,2.5445,1.89
0,1.1943,1.65
0,2.49,1.7919
0,2.5369,1.82
0,2.2318,1.62
0,1.5252,1.73
0,2.2008,1.89
0,1.932,1.75
0,1.7517,1.7958
0,0.2131,1.79
0,0.2688,1.61
0,1.7718,1.7
0,1.1287,1.6114
0,3.3292,1.9241
0,1.4747,1.49
0,1.9116,1.56
0,2.1388,1.7741
0,1.3705,1.66
0,1.1562,1.7239
0,1.9567,1.7096
0,1.735,1.6189
0,0.4845,1.75
0,2.6789,1.7482
0,2.5603,1.8785
0,0.5303,1.86
0,1.4277,1.4305
0,2.2517,1.74
0,1.9746,1.7533
0,1.8423,1.64
0,1.3045,1.57
0,1.5375,1.7547
0,2.1765,1.77
0,1.2572,1.8686
0,1.0709,1.49
0,2.9756,1.58
0,1.2436,1.64
0,1.9518,1.6847
0,1.8438,1.5394
0,2.3248,1.84
0,2.3983,1.862
0,1.503,1.74
0,2.8833,1.76
0,1.1921,1.56
0,0.7975,1.81
0,2.2417,1.86
0,2.5774,1.72
0,1.0901,1.5399
0,2.4534,1.9085
0,2.4064,1.7528
0,2.1445,1.6103
0,3.2727,1.8273
0,9.4042,1.81
0,1.7018,1.6853
0,1.5628,1.71
0,0.3793,1.55
0,0.4181,1.7867
0,2.3208,1.72
0,1.851,1.6468
0,2.0198,1.76
0,13.2973,1.76
0,2.5742,1.79
0,1.0111,1.68
0,1.7164,1.52
0,0.5279,1.8172
0,1.7218,1.87
0,1.0131,1.6998
0,2.5773,1.71
0,1.7967,1.63
0,1.2439,1.8602
0,2.4155,1.6899
0,1.6414,1.8425
0,3.9414,1.8602
0,2.6956,1.82
0,1.5105,1.5136
0,0.8902,1.6524
0,0.8623,1.55
0,0.5954,1.92
0,0.5021,1.49
0,0.7785,1.66
0,2.8599,1.6481
0,1.9063,1.63
0,2.2668,1.8317
0,1.4022,1.69
0,2.3771,1.7497
0,2.9932,1.8158
0,2.8943,1.8
0,1.5185,1.86
0,1.6494,1.66
0,1.4964,1.5956
0,1.9288,1.6618
0,0.9389,1.71
0,2.4531,1.81
0,1.6657,1.7048
0,2.8879,1.69
0,0.7909,1.73
0,1.0432,1.73
0,1.2711,1.8453
0,1.4872,1.7119
0,1.9839,1.7
0,0.8009,1.4901
0,2.1336,1.52
0,1.8468,1.89
0,0.5719,1.57
0,1.7749,1.61
0,0.1277,1.77
0,11.9538,1.81
0,1.9426,1.95
0,2.1429,1.67
0,2.119,1.6066
0,1.4522,1.5
0,2.232,1.78
0,1.5232,1.569
0,1.9007,1.58
0,2.1433,1.86
0,2.2646,1.5733
0,1.243,1.5139
0,1.5299,1.6441
0,1.8437,1.8617
0,1.8912,1.8781
0,1.9942,1.47
0,1.4474,1.78
0,0.387,1.735
0,1.4568,1.5014
0,1.1813,1.83
0,1.674,1.8151
0,1.0812,1.6341
0,0.7835,1.6424
0,2.281,1.55
0,1.7083,1.7
0,1.2827,1.56
0,1.6674,1.77
0,1.7267,1.5068
0,2.0896,1.67
0,1.4453,1.71
0,2.4532,1.8
0,2.3207,1.7961
0,1.9217,1.7
0,1.5126,1.6574
0,1.7021,1.6779
0,1.692,1.65
0,5.4935,1.79
0,1.9977,1.6222
0,2.1054,1.69
0,2.1679,1.63
0,1.3548,1.6
0,1.2692,1.8463
0,1.1513,1.4986
0,1.9048,1.6968
0,0.4096,1.4894
0,1.9333,1.5283
0,1.147,1.663
0,1.8741,1.78
0,0.6823,1.6
0,2.0913,1.7881
0,2.3623,1.72
0,1.5882,1.55
0,2.8542,1.5575
0,1.9272,1.53
0,2.1369,1.65
0,1.2714,1.56
0,1.8576,1.8952
0,2.1187,1.6
0,2.0848,1.6488
0,1.9508,1.7608
0,2.0685,1.6
0,2.0104,1.675
0,0.3918,1.68
0,1.2176,1.5925
0,1.3572,1.6646
0,1.9674,1.63
0,2.13,1.77
0,2.0182,1.695
0,1.2883,1.7128
0,0.7249,1.6
0,1.631,0
0,2.1275,1.77
0,2.4698,1.8356
0,1.5752,1.61
0,1.4428,1.93
0,3.3089,1.69
0,1.9969,1.805
0,1.7551,1.59
0,1.9842,1.7707
0,2.1468,1.6342
0,1.97,1.68
0,1.8591,1.66
0,1.8356,1.7
0,2.116,1.8364
0,1.9142,1.75
0,1.8984,1.71
0,24.3095,1.81
0,1.7344,1.8118
0,2.0186,1.8181
0,2.3109,1.6897
0,0.0341,1.8165
0,1.0606,1.61
0,2.1401,1.7857
0,1.5293,1.67
0,0.4072,1.6379
0,2.1329,1.4742
0,1.6762,1.69
0,2.3087,1.8606
0,2.082,1.5907
0,1.764,1.69
0,2.3385,1.88
0,0.7498,1.6724
0,1.3093,1.78
0,1.4471,1.47
0,1.8288,1.69
0,1,1.6
0,2.7279,1.63
0,0.8621,1.5712
0,0.9193,1.6552
0,1.7265,1.8592
0,1.5786,1.89
0,2.2096,1.63
0,2.0518,1.7
0,2.3136,0
0,1.6622,1.7243
0,1.803,1.6581
0,1.8336,1.7513
0,2.0623,1.741
0,1.4032,1.6944
0,0.5875,1.62
0,7.106,1.82
0,1.2916,1.55
0,1.8215,1.8246
0,2.1371,1.85
0,1.5159,1.62
0,1.1607,1.76
0,1.5891,1.6923
0,1.6924,1.68
0,1.9991,1.7195
0,2.3369,1.8509
0,1.6682,1.53
0,2.0521,1.9204
0,1.7816,1.6805
0,1.6477,1.5211
0,1.2427,1.9298
0,1.9343,1.6
0,1.1517,1.6801
0,1.7519,1.7482
0,1.6357,1.62
0,2.1968,1.527
0,2.144,1.57
0,1.967,1.92
0,2.1102,1.7056
0,1.9352,1.7793
0,1.4657,1.58
0,1.9995,1.4565
0,0.0152,1.7824
0,2.6807,1.8054
0,1.9432,1.53
0,1.9643,1.6713
0,1.3333,1.85
0,1.6723,1.6837
0,2.0987,1.4749
0,1.121,1.5739
0,0.7731,1.63
0,1.4409,1.6696
0,4.3726,1.77
0,1.7454,1.76
0,1.0728,1.6409
0,1.8034,1.54
0,1.2375,1.5178
0,1.3505,1.59
0,1.7228,1.7101
0,3.0775,1.67
0,1.922,1.52
0,2.1088,1.542
0,6.2562,1.77
0,0.8274,1.69
0,2.0634,1.81
0,1.8827,1.4803
0,1.8636,1.7355
0,1.4746,1.8702
0,1.5447,1.9182
0,2.7152,1.88
0,1.6073,1.52
0,1.7821,1.74
0,2.9946,1.8582
0,8.3221,1.78
0,0.526,1.67
0,1.7193,1.88
0,2.8388,1.78
0,2.2286,1.6883
0,1.9032,1.87
0,1.9385,1.73
0,1.3454,1.6027
0,0.8545,1.64
0,1.7678,1.5198
0,0.85,1.63
0,1.7661,1.54
0,1.031,1.7673
0,1.7563,1.64
0,2.2026,1.8384
0,2.1317,1.51
0,1.9484,1.6818
0,2.2373,1.7625
0,1.9458,1.5479
0,1.0644,1.6111
0,2.9976,1.82
0,0.3835,1.65
0,2.628,1.5087
0,0.4127,1.71
0,1.5708,1.6
0,3.4051,1.7
0,0.9693,1.8
0,2.0754,1.89
0,12.3687,1.74
0,2.1489,1.9195
0,1.7142,1.55
0,1.9902,1.72
0,1.986,1.67
0,1.0531,1.68
0,0.4299,1.6749
0,1.4795,1.81
0,2.3926,1.6743
0,0.4845,1.7889
0,1.9783,1.83
0,1.3139,1.71
0,0.7145,1.77
0,1.4354,1.8095
0,2.2894,1.4634
0,1.9614,1.75
0,1.1031,1.81
0,2.3153,1.88
0,1.628,1.8028
0,1.5217,1.59
0,2.0504,1.87
0,2.7063,1.6631
0,2.135,1.8862
0,2.7377,1.68
0,1.9387,1.7433
0,2.3345,1.86
0,2.1157,1.81
0,1.399,1.72
0,2.0073,1.63
0,1.2432,1.6097
0,1.953,1.7835
0,1.2057,1.72
0,2.2121,1.89
0,2.039,1.7
0,0.9811,1.67
0,0.2818,1.82
0,0.2621,1.5425
0,1.8969,1.8717
0,1.3922,1.57
0,1.2287,1.56
0,1.9131,1.7231
0,1.7754,1.6827
0,1.9873,1.51
0,3.2373,1.82
0,1.022,1.64
0,1.5261,1.94
0,1.8701,1.6525
0,0.6615,1.8909
0,1.538,1.5118
0,1.8156,1.68
0,1.3133,1.68
0,1.0524,1.8484
0,0.9195,1.8294
0,1.6667,1.77
0,2.0179,1.87
0,2.4547,1.55
0,1.9665,1.59
0,1.6573,1.7031
0,2.0124,1.56
0,2.9019,1.91
0,2.0536,1.62
0,1.5513,1.75
0,2.1809,1.68
0,1.6025,1.647
0,0.6696,1.59
0,1.2623,1.6496
0,1.0489,1.5396
0,2.7389,1.7436
0,1.2717,1.67
0,0.5737,1.7494
0,1.5092,1.69
0,2.4876,1.7
0,1.978,1.8219
0,1.5841,1.8367
0,1.6009,1.7292
0,2.1165,1.8898
0,1.6227,1.7
0,3.0154,1.64
0,1.9529,1.6677
0,0.7614,1.6764
0,1.3815,1.49
0,1.1152,1.6133
0,1.9676,1.88
0,1.3566,1.6167
0,1.0341,1.6334
0,1.9408,1.81
0,1.7587,1.76
0,1.9932,1.7368
0,1.0778,1.7196
0,2.6166,1.7397
0,1.3181,1.64
0,2.0512,1.77
0,1.558,1.5031
0,1.595,1.6904
0,1.4454,1.5269
0,1.1766,1.8695
0,1.7573,1.6716
0,1.672,1.51
0,2.4042,1.53
0,1.7313,1.68
0,1.7537,1.7381
0,2.0638,1.6408
0,1.6966,1.6065
0,1.3088,1.67
0,1.7726,1.57
0,1.2505,1.67
0,0.9528,1.8977
0,1.2782,1.73
0,1.3079,1.64
0,2.0574,1.8081
0,1.8168,0
0,1.3136,1.68
0,1.4719,1.59
0,2.3339,1.65
0,2.141,1.68
0,1.2679,1.8093
0,1.9381,1.5763
0,1.1114,1.73
0,1.3112,1.5977
0,1.0185,1.72
0,1.6165,1.7796
0,1.9571,1.6199
0,2.3556,1.839
0,1.9569,1.57
0,0.7412,1.62
0,1.8992,1.6109
0,2.4612,1.7753
0,2.1953,1.7071
0,1.2029,1.8879
0,1.9203,1.6599
0,2.6764,1.6596
0,0.9726,1.5486
0,2.5179,1.7
0,0.0225,1.76
0,1.5804,1.9039
0,1.4736,1.67
0,0.8644,1.47
0,1.52,1.8082
0,2.5179,1.58
0,1.7845,1.8235
0,0.7121,1.791
0,1.4191,1.7876
0,1.9156,1.8334
0,1.8821,1.6
0,1.6811,1.7068
0,3.7021,1.6
0,0.6604,1.6245
0,2.1832,1.76
0,2.008,1.8298
0,1.8628,1.68
0,1.3316,1.94
0,1.3306,1.48
0,2.5813,1.69
0,1.773,1.62
0,1.6528,1.62
0,1.5677,1.7449
0,1.4545,1.76
0,2.1282,1.8264
0,1.7383,1.54
0,2.0668,1.8195
0,1.3272,1.66
0,1.7045,1.71
0,1.8903,1.64
0,0.9399,1.81
0,1.8917,1.53
0,1.8596,1.63
0,0.5472,1.67
0,0.9169,1.61
0,2.234,1.74
0,0.6232,1.5916
0,1.8148,1.8356
0,2.6704,1.73
0,2.4026,1.77
0,5.6517,1.56
0,0.9098,1.64
0,1.8458,1.57
0,1.1255,1.8865
0,0.7568,1.6728
0,3.4183,1.6919
0,0.7109,1.5666
0,2.6107,1.7297
0,1.9526,1.64
0,1.819,1.8031
0,1.4002,1.54
0,0.9368,1.5541
0,1.3797,1.78
0,1.5404,1.6699
0,0.6648,1.55
0,1.1123,1.7045
0,1.6171,1.5698
0,2.1027,1.5
0,1.6454,1.49
0,1.763,1.61
0,1.7634,1.6628
0,1.5117,1.6112
0,2.0032,1.67
0,2.0484,1.8286
0,1.883,1.59
0,0.8185,1.74
0,1.4678,1.67
0,1.9588,1.8
0,1.7093,1.54
0,1.7575,1.6
0,1.8406,1.8836
0,1.4002,1.57
0,1.8279,1.71
0,2.6414,1.69
0,1.8351,1.5
0,1.6044,1.7488
0,3.0594,1.7409
0,1.4994,1.9
0,1.0538,1.49
0,2.0012,1.71
0,1.9714,1.67
0,1.4897,1.59
0,1.6865,1.63
0,1.2921,1.57
0,1.1752,1.5993
0,3.1374,1.8169
0,1.8901,1.6602
0,1.1478,1.73
0,1.4412,1.72
0,1.5853,1.52
0,2.4547,1.802
0,2.0061,1.66
0,5.6773,1.69
0,0.9803,1.7302
0,2.0412,1.5906
0,1.9358,1.8411
0,2.0269,1.7546
0,1.4241,1.6832
0,1.5422,1.65
0,2.0862,1.59
0,9.495,1.77
0,1.075,1.68
0,0.8081,1.6759
0,1.1242,1.641
0,2.0435,1.79
0,0.578,1.67
0,1.872,1.69
0,0.0982,1.85
0,2.0082,1.58
0,2.6749,1.6085
0,2.0131,1.6589
0,2.138,1.8
0,3.0419,1.72
0,1.0799,1.7582
0,1.6617,1.66
0,2.929,1.63
0,3.2005,1.6396
0,1.1967,1.6
0,2.1689,1.8181
0,1.6746,1.6091
0,2.0016,1.48
0,4.699,1.81
0,2.0426,1.86
0,1.472,1.5491
0,1.5504,1.91
0,2.1738,1.4991
0,9.4448,1.8
0,1.7953,1.51
0,1.7465,1.87
0,1.5319,1.49
0,1.7131,1.55
0,1.7378,1.8309
0,2.0351,1.68
0,1.8681,1.8204
0,2.2896,1.52
0,4.538,1.78
0,1.6376,1.7798
0,7.1753,1.6
0,0.4824,1.76
0,1.9999,1.8175
0,1.8767,1.5508
0,1.8576,1.69
0,2.5636,1.79
0,2.8237,1.8163
0,1.5659,1.68
0,1.5755,1.785
