presentAbsent,DRAINAGE_DENS,CV_TEMP
0,1.4724,1.4701
0,1.8415,1.9002
0,0.8622,1.57
0,12.9485,1.6
0,0.8749,1.74
0,1.3705,1.7
0,2.0015,1.74
0,1.8267,1.53
0,2.4112,1.57
0,2.2724,1.6142
0,1.6888,1.66
0,1.0113,1.65
0,1.6226,1.76
0,2.0793,1.6482
0,0.7356,1.55
0,1.5949,1.62
0,1.7049,1.63
0,0.9776,1.69
0,0.487,1.6201
0,1.25,1.8628
0,2.816,1.82
0,1.7788,1.6
0,1.6233,1.6391
0,1.642,1.56
0,1.4456,0
0,2.0013,1.54
0,2.0215,1.55
0,1.4139,1.5037
0,2.0561,1.62
0,2.3328,1.72
0,1.728,1.71
0,0.9742,1.73
0,1.589,1.5876
0,0.3785,1.7766
0,2.0288,1.86
0,2.0503,1.64
0,1.9822,1.79
0,1.6012,1.64
0,3.4337,1.7
0,2.4239,1.55
0,1.7772,1.7634
0,1.6551,1.7067
0,1.7852,1.57
0,2.4456,1.5739
0,2.267,1.81
0,0.8166,1.62
0,1.2823,1.5
0,2.4148,1.65
0,0.7847,1.647
0,1.0396,1.57
0,1.6362,1.55
0,1.357,1.81
0,1.9492,1.86
0,1.1922,1.7
0,2.2906,1.5231
0,3.826,1.8
0,1.4107,1.67
0,3.1058,1.77
0,2.5135,1.7321
0,1.9017,1.66
0,1.0438,1.7
0,1.438,1.4903
0,2.1661,1.5204
0,1.6262,1.8484
0,1.6791,1.6668
0,1.9283,1.61
0,1.3324,1.69
0,1.9031,1.8
0,4.6557,1.7
0,1.7994,1.85
0,1.9114,1.5979
0,0.8216,1.6102
0,3.4739,1.84
0,1.5322,1.8681
0,1.8793,1.6779
0,2.8944,1.77
0,1.9578,1.54
0,2.1543,1.699
0,1.3745,1.7853
0,0.907,1.6974
0,0.8182,1.856
0,1.0644,1.61
0,1.5056,1.8796
0,1.7514,1.9
0,1.1253,1.6453
0,1.9264,1.61
0,1.0679,1.7894
0,1.8214,1.4586
0,2.0951,1.52
0,1.7581,1.6639
0,1.7069,1.71
0,0.4363,1.7491
0,1.0444,1.8532
0,1.5775,1.6916
0,0.7033,1.498
0,1.7493,1.7126
0,1.4224,1.5109
0,1.8125,1.49
0,1.927,1.57
0,1.7637,1.66
0,0.9886,1.7
0,1.2305,1.6382
0,1.5499,1.6282
0,1.8695,1.8445
0,1.934,1.8738
0,1.7001,1.55
0,2.5329,1.6405
0,2.006,1.6704
0,2.0393,0
0,1.7869,1.64
0,2.2073,1.8548
0,1.1496,0
0,2.1269,1.7195
0,1.4613,1.6848
0,2.5315,1.62
0,2.0167,1.9101
0,1.0355,1.6946
0,8.3878,1.68
0,1.4671,1.65
0,1.1981,1.48
0,1.9214,1.53
0,1.9682,1.7271
0,1.9634,1.49
0,1.5596,1.52
0,1.8987,1.66
0,1.6922,1.62
0,1.9993,1.6443
0,1.4254,1.8809
0,1.8376,1.6848
0,0.5892,1.7202
0,1.7564,1.4915
0,2.0292,1.8709
0,1.7052,1.59
0,1.7801,1.6791
0,0.971,1.7157
0,2.0581,1.8609
0,1.5674,1.7
0,9.0208,1.75
0,1.1082,1.7065
0,1.3294,1.5
0,2.5217,1.6744
0,1.4233,1.77
0,1.3067,1.8316
0,1.9934,1.59
0,3.9707,1.6845
0,3.6463,1.8253
0,4.7326,1.57
0,1.6762,1.7302
0,1.1966,1.9194
0,1.2687,1.65
0,1.3686,1.6394
0,8.3046,1.77
0,1.5017,1.63
0,1.2496,1.69
0,1.8997,1.8099
0,0.5993,1.5005
0,2.6904,1.7083
0,1.6575,1.7096
0,0.6674,1.47
0,1.8715,1.63
0,0.9014,1.6106
0,1.9692,1.6984
0,0.8588,1.7985
0,2.4226,1.6801
0,1.4582,1.522
0,0.4902,0
0,1.92,1.607
0,0.6354,1.6256
0,2.2388,1.48
0,1.8699,1.678
0,2.2518,1.53
0,2.0577,1.74
0,1.9384,1.7547
0,2.1948,1.72
0,1.9474,1.67
0,1.1697,1.8911
0,2.0196,1.68
0,1.9795,1.8671
0,2.4359,1.8088
0,1.4241,1.7
0,2.2311,1.6348
0,2.5319,1.8799
0,0.9062,1.6901
0,2.2081,1.8098
0,1.3356,1.7169
0,1.8372,1.6903
0,1.4866,1.6
0,2.3794,1.815
0,6.2483,1.81
0,1.597,1.74
0,2.4982,1.7775
0,0.9929,1.8654
0,2.2841,1.77
0,1.5501,1.7494
0,1.7356,1.64
0,1.6978,1.6519
0,0.6651,1.7
0,2.7787,1.73
0,0.8631,1.55
0,0.8421,1.6
0,1.991,1.6609
0,1.4703,1.78
0,1.5913,1.56
0,2.0872,1.67
0,1.6855,1.5867
0,11.4708,1.84
0,4.5388,1.7651
0,1.6541,1.67
0,2.1402,1.6803
0,1.7642,1.7101
0,1.5865,1.52
0,1.8306,1.4899
0,1.6801,1.76
0,1.162,1.6604
0,1.5594,1.588
0,1.6193,1.6789
0,1.938,1.6432
0,2.4937,1.528
0,1.26,1.62
0,2.5706,1.61
0,2.2924,1.77
0,1.4669,1.51
0,1.3925,1.6976
0,0.8361,1.87
0,1.3454,1.8237
0,1.6399,1.8411
0,3.3192,1.875
0,1.9546,1.6773
0,1.3524,1.7304
0,0.4883,1.7212
0,4.1877,1.8685
0,1.1776,1.54
0,0.8683,1.46
0,1.7417,1.59
0,1.7649,1.8344
0,2.0116,1.7495
0,0.3289,1.6706
0,0.9627,1.5091
0,1.8163,1.5709
0,1.6464,1.8084
0,1.7657,1.5267
0,2.3645,1.8707
0,2.2354,1.7689
0,1.9126,1.7225
0,1.0871,1.69
0,1.673,1.6853
0,2.0937,1.88
0,2.0157,1.88
0,1.1901,1.8063
0,0.9873,1.56
0,0.7242,1.85
0,1.1896,1.6
0,1.9697,1.64
0,1.6104,1.5
0,2.0556,1.703
0,1.9357,1.7191
0,1.5964,1.5267
0,2.031,1.58
0,2.0367,1.838
0,2.1838,1.92
0,1.6442,1.7206
0,1.2458,1.5801
0,2.7743,1.76
0,1.6101,1.7481
0,0.5986,1.76
0,2.245,1.6668
0,2.5198,1.8371
0,1.6653,1.7351
0,6.7434,1.8
0,2.1072,1.49
0,1.1128,1.8796
0,1.152,1.7745
0,2.1693,1.55
0,11.5183,1.79
0,2.7066,1.7255
0,1.3585,1.7
0,6.419,1.771
0,1.6284,1.6207
0,2.5391,1.649
0,1.4602,1.69
0,1.8235,1.6597
0,2.9218,1.65
0,0.866,1.7397
0,1.2893,1.8643
0,0.7045,1.92
0,1.9951,1.79
0,1.6561,1.5116
0,2.2987,1.75
0,1.471,1.57
0,1.5424,1.71
0,0.7694,1.67
0,2.1308,1.4772
0,1.8878,1.73
0,0.4826,1.8363
0,2.3546,1.8689
0,1.0567,1.46
0,1.8521,1.61
0,1.7825,1.66
0,1.6768,1.7
0,0.9868,1.53
0,1.9527,1.6986
0,0.4611,1.87
0,1.9289,1.7716
0,1.9829,1.4974
0,2.3954,1.6126
0,0.5196,1.7118
0,1.629,1.6557
0,1.9174,1.8957
0,0.3463,1.773
0,1.5114,1.5514
0,1.8332,1.54
0,1.1825,1.56
0,1.3163,1.5418
0,2.3342,1.65
0,1.049,1.8034
0,2.6395,1.92
0,2.5679,1.709
0,3.1509,1.85
0,2.0346,1.67
0,2.2876,1.7888
0,1.9408,1.7299
0,4.6716,1.77
0,2.6074,1.7831
0,1.4725,1.86
0,1.8959,1.6553
0,0.7667,1.58
0,1.2036,1.6698
0,1.5653,1.6926
0,1.2193,1.6735
0,2.1854,1.8564
0,2.2936,1.8898
0,1.8713,1.8768
0,2.0083,1.7184
0,0.7123,1.57
0,0.3329,1.75
0,2.0876,1.7608
0,2.6661,1.66
0,1.5887,1.6008
0,2.9568,1.83
0,0.9317,1.7348
0,2.4,1.7972
0,13.897,1.77
0,2.2338,1.7684
0,0.9163,1.55
0,1.9878,1.67
0,1.4155,1.55
0,1.6903,1.5
0,1.7416,1.4552
0,3.5184,1.8593
0,1.7581,1.8437
0,2.309,1.6804
0,0.5253,1.6056
0,1.9571,1.7196
0,1.527,1.82
0,2.1271,1.7999
0,1.5277,1.64
0,1.1764,1.5125
0,2.1607,1.5743
0,1.1683,1.54
0,1.826,1.7195
0,1.4384,1.4855
0,2.5435,1.5773
0,1.0593,1.8753
0,1.8751,1.7473
0,1.782,1.68
0,2.0925,1.66
0,2.2017,1.65
0,1.709,1.7505
0,2.7205,1.8
0,1.7908,1.9388
0,1.8894,1.86
0,1.8511,1.84
0,1.8021,1.8087
0,2.2134,1.58
0,2.0853,1.681
0,1.9258,1.8895
0,1.6298,1.56
0,2.0129,1.8401
0,3.49,0
0,1.8228,0
0,4.5484,1.77
0,1.0469,1.7607
0,3.1905,1.8114
0,4.7277,1.81
0,1.5709,1.74
0,1.3729,1.8
0,1.9424,1.8598
0,5.6837,1.75
0,0.9812,1.56
0,1.7055,1.6519
0,2.0212,1.631
0,4.2129,1.79
0,1.9232,1.7484
0,1.3833,1.67
0,1.7067,1.7306
0,1.191,1.6803
0,2.0272,1.63
0,1.7655,1.49
0,2.2632,1.55
0,5.941,1.76
0,1.8016,1.67
0,2.6421,1.63
0,1.2054,1.5402
0,2.0235,1.8131
0,0.0738,1.7
0,1.6392,1.7014
0,1.6444,1.66
0,0.7492,1.81
0,1.3137,1.6483
0,1.3494,1.58
0,2.1807,1.59
0,3.1391,1.84
0,3.1017,1.7005
0,1.2417,1.61
0,1.5904,1.52
0,2.0697,1.92
0,2.2164,1.7948
0,1.9446,1.65
0,0.8781,1.81
0,0.9032,1.6526
0,1.4312,1.91
0,2.1162,0
0,0.7434,1.7711
0,1.7052,1.6261
0,0.2273,1.8305
0,2.1159,1.76
0,1.9095,1.64
0,2.7943,1.64
0,2.1061,1.7828
0,1.0906,0
0,0.7847,1.64
0,1.838,1.651
0,1.112,1.68
0,2.0902,1.79
0,1.0969,1.72
0,1.9158,1.5964
0,0.1743,1.71
0,12.1793,1.81
0,3.1477,1.8887
0,2.0194,1.74
0,0.8169,1.57
0,1.0817,1.5
0,2.5243,1.7
0,1.7389,1.66
0,2.1128,1.84
0,1.384,1.8612
0,1.8483,1.61
0,2.2529,1.6711
0,1.7965,1.4905
0,1.6337,1.713
0,0.8968,1.48
0,1.3049,1.78
0,1.6139,1.85
0,1.7789,1.5739
0,0.8195,1.6271
0,1.0407,1.54
0,1.5232,1.63
0,1.7914,1.5927
0,1.7867,1.72
0,2.1737,1.64
0,0.2335,1.82
0,0.7527,1.7263
0,0.5804,1.53
0,1.4289,1.6365
0,2.0716,1.5
0,1.6557,1.68
0,1.4514,1.76
0,2.5654,1.7676
0,1.3235,1.5293
0,0.8103,1.527
0,1.5988,1.68
0,1.4551,1.7063
0,1.0441,1.76
0,1.6257,1.7186
0,1.0738,1.51
0,1.4389,1.64
0,1.2009,1.88
0,2.0862,1.72
0,1.465,1.7336
0,0.8494,1.5
0,1.7096,1.6072
0,0.5877,1.82
0,2.0871,1.6771
0,6.996,1.79
0,1.1447,1.94
0,2.0197,1.7533
0,4.8864,1.73
0,2.06,1.74
0,1.191,1.5706
0,0.4186,1.63
0,1.5765,1.8081
0,2.097,1.62
0,1.2568,1.87
0,4.3177,1.85
0,1.1849,1.48
0,1.675,1.5472
0,1.4752,1.8675
0,2.0995,1.7414
0,0.042,1.81
0,3.564,1.68
0,1.8109,1.4649
0,1.8028,1.56
0,1.9229,1.7862
0,0.8324,1.655
0,2.1713,1.68
0,1.9239,1.49
0,2.1698,1.69
0,2.2597,1.6863
0,1.8275,1.672
0,1.3637,1.87
0,1.9241,1.9
0,1.4366,1.73
0,1.4421,1.9023
0,1.5031,1.71
0,2.059,1.7796
0,1.4475,1.56
0,1.9226,1.92
0,2.507,1.64
0,1.9891,1.54
0,1.9346,1.8583
0,2.1507,1.8459
0,2.3351,1.91
0,1.3547,1.76
0,3.1887,1.61
0,1.6844,1.55
0,0.7867,1.7662
0,1.5806,1.61
0,1.9522,1.6267
0,2.4693,1.8388
0,1.847,1.54
0,0.9071,1.63
0,2.1733,1.76
0,2.0858,1.6
0,0.5633,1.88
0,1.621,1.5782
0,1.5968,1.6783
0,1.5693,1.63
0,1.4857,1.67
0,2.013,1.89
0,1.2849,1.4802
0,0.5963,1.57
0,1.9796,1.87
0,1.0715,1.7667
0,1.905,1.726
0,2.3475,1.5086
0,0.6434,1.6164
0,0.5833,1.8286
0,2.1376,1.6798
0,2.2389,1.8092
0,2.671,1.7027
0,3.1795,1.9099
0,7.1419,1.47
0,1.7098,1.6
0,1.9421,1.64
0,2.1458,1.63
0,0.9347,1.85
0,7.3483,1.8102
0,2.0232,1.7
0,2.4267,1.55
0,0.0969,1.6048
0,1.8881,1.88
0,0.1073,1.79
0,1.3569,1.83
0,1.4171,1.7554
0,3.7729,1.6716
0,1.9929,1.92
0,1.5375,1.8355
0,2.3013,1.87
0,1.3589,1.61
0,1.4784,1.62
0,1.6873,1.85
0,1.044,1.6101
0,1.7499,1.7318
0,2.209,1.8598
0,1.7358,1.63
0,2.0492,1.69
0,1.9872,1.627
0,1.8578,1.77
0,2.0479,1.5313
0,1.6904,0
0,2.044,1.61
0,2.1224,1.83
0,0.9366,1.52
0,1.0642,1.65
0,0.4453,1.57
0,0.0297,1.7999
0,0.1294,1.8
0,1.845,1.8
0,3.6445,1.8
0,2.9964,1.87
0,1.6815,1.6799
0,2.1666,1.69
0,1.8972,1.5145
0,1.824,1.87
0,2.3017,1.68
0,1.3996,1.49
0,1.1201,1.66
0,1.5778,1.52
0,1.7774,1.87
0,2.4525,1.8795
0,2.6361,1.8259
0,2.2048,1.8241
0,1.6728,1.5499
0,1.8422,1.6754
0,2.5716,1.62
0,2.123,1.68
0,2.1581,1.6737
0,1.9565,1.8425
0,1.805,1.7878
0,1.2722,1.66
0,0.0813,1.8712
0,0.9012,1.75
0,2.6542,1.6013
0,2.4989,1.7795
0,1.4666,1.55
0,1.937,1.7632
0,1.858,1.6158
0,2.8261,1.69
0,2.8927,1.7588
0,0.2736,0
0,1.818,1.7421
0,2.0195,1.7092
0,1.6337,1.6
0,2.2957,1.72
0,9.7064,1.77
0,0.5737,1.8477
0,2.0912,1.56
0,1.213,1.54
0,1.799,1.6225
0,1.5467,1.5751
0,1.8376,1.7062
0,2.4942,1.75
0,5.5336,1.58
0,1.9027,1.808
0,0.8167,1.68
0,1.6785,1.53
0,1.8508,1.68
0,1.8689,1.7233
0,1.864,1.77
0,1.4833,1.5704
0,1.1226,1.69
0,1.9935,1.7811
0,2.0519,1.71
0,1.473,1.88
0,2.7393,1.7
0,1.0186,1.7183
0,2.7391,1.81
0,1.6012,1.7928
0,1.5028,1.8635
0,1.5179,1.56
0,0.8808,1.8499
0,1.6524,1.7058
0,1.2063,1.6917
0,1.8605,1.6761
0,0.9482,1.46
0,2.1134,1.5347
0,1.7574,1.8766
0,2.6032,1.7498
0,2.0183,1.54
0,3.4713,1.8414
0,1.7991,1.57
0,1.173,1.739
0,1.3967,1.59
0,2.2579,1.83
0,10.2334,1.85
0,2.6923,1.61
0,1.7196,1.51
0,2.0898,1.61
0,0.9461,1.57
0,1.9462,1.6756
0,2.2709,1.9271
0,1.9129,1.57
0,1.779,1.7799
0,1.8669,1.58
0,10.3475,1.85
0,1.1105,1.7344
0,2.2863,1.6
0,1.8356,1.7651
0,1.9578,1.53
0,1.9549,1.62
0,15.7562,1.81
0,2.3641,1.6299
0,1.4149,1.6721
0,1.9521,1.82
0,2.2184,1.76
0,1.6194,1.51
0,1.6459,1.93
0,1.3616,1.59
0,1.3606,1.73
0,1.625,1.7808
0,1.6603,1.86
0,1.9927,1.6371
0,1.7047,1.5804
0,1.5728,1.63
0,1.2045,1.896
0,1.9445,1.7
0,0.6602,1.7154
0,1.6545,1.61
0,0.9976,1.54
0,1.4488,1.75
0,0.9786,1.6
0,0.805,1.6044
0,1.0599,1.6194
0,2.1383,1.83
0,1.6184,1.6101
0,1.2383,1.8488
0,1.9895,1.58
0,2.1516,1.93
0,2.0722,1.675
0,1.5781,1.5785
0,1.302,1.45
0,1.7505,1.71
0,1.4008,1.9
0,2.8927,1.51
0,1.8783,1.6456
0,1.8828,1.7387
0,2.1971,1.6327
0,1.9289,1.67
0,0.7956,1.8985
0,2.3218,1.7116
0,1.17,1.7591
0,0.9839,1.92
0,1.2165,1.57
0,1.7749,1.63
0,0.8568,1.6454
0,1.8556,1.73
0,1.2816,1.85
0,1.194,1.9303
0,1.9221,1.66
0,1.4496,1.68
0,2.1097,1.8609
0,2.1686,1.92
0,2.1625,1.7675
0,0.8807,1.644
0,1.4904,1.501
0,5.3443,1.86
0,2.1538,1.86
0,2.2318,1.46
0,1.3327,1.6103
0,1.616,1.6375
0,3.592,1.6851
0,1.0167,1.61
0,1.9601,1.52
0,0.6405,1.5
0,1.5249,1.53
0,1.6536,1.5178
0,1.5753,1.639
0,0.2135,1.72
0,2.9694,1.58
0,2.4057,1.8
0,1.8085,1.8434
0,2.2809,1.67
0,1.9714,1.58
0,2.3276,1.8
0,8.2546,1.81
0,1.9252,1.8694
0,1.72,1.57
0,1.8876,1.58
0,0.9315,1.784
0,3.2865,1.6
0,2.0696,1.7188
0,2.2538,1.8054
0,2.1207,1.7496
0,2.3116,1.8744
0,1.4672,1.6376
0,2.8574,1.51
0,1.9485,1.5002
0,1.8914,1.51
0,1.5196,1.65
0,1.6695,1.69
0,1.99,1.6999
0,1.978,1.8111
0,1.5217,1.63
0,1.9967,1.7957
0,2.0343,1.76
0,2.0869,1.6347
0,0.0415,1.81
0,1.3041,1.5398
0,0.4661,1.74
0,2.6083,1.62
0,1.4824,1.68
0,1.1656,1.58
0,2.1448,1.8459
0,2.3233,1.9
0,1.8919,1.58
0,1.2303,1.6
0,1.6535,1.7311
0,1.5906,1.71
0,1.3801,1.455
0,1.322,1.8786
0,1.6756,1.64
0,2.6967,1.61
0,6.761,1.67
0,1.8805,1.6799
0,1.3806,1.7756
0,0.2797,1.59
0,1.9867,1.8795
0,1.8744,1.7439
0,1.1607,1.7977
0,1.6093,1.66
0,2.0964,1.61
0,2.2746,1.8
0,0.9659,1.6112
0,1.3248,1.73
0,0.743,1.79
0,1.5955,1.6179
0,1.8437,1.7894
0,4.2855,1.757
0,1.6723,1.73
0,1.7886,1.5001
0,2.0814,1.55
0,0.6527,1.61
0,0.7291,1.53
0,1.9048,1.5486
0,2.0457,1.8501
0,0.5386,1.4913
0,1.9216,1.45
0,0.9403,1.74
0,1.3366,1.78
0,1.8427,1.65
0,2.5867,1.6547
0,1.8697,1.7398
0,3.3174,1.7277
0,1.567,1.67
0,1.7872,1.62
0,1.9919,1.64
0,2.859,1.7739
0,0.3205,1.83
0,1.9303,1.68
0,1.3747,1.68
0,1.7218,1.64
0,3.653,1.67
0,2.3342,1.6729
0,2.2243,1.7898
0,2.0747,1.627
0,1.4743,1.72
0,2.0594,1.72
0,1.5698,1.54
0,0.8807,1.69
0,1.7865,1.6891
0,1.159,1.7354
0,1.0202,1.84
0,3.6696,1.68
0,2.0503,1.69
0,8.0814,1.78
0,1.4715,1.8751
0,2.1598,1.7962
0,3.3936,1.9275
0,1.4251,1.6768
0,1.9696,1.6875
0,1.6194,1.6781
0,3.3345,1.91
0,1.7748,1.7681
0,1.9795,1.7498
0,1.5263,1.4847
0,2.0168,1.7906
0,1.8901,1.6742
0,1.1625,1.8521
0,0.7307,1.6239
0,2.1847,1.9286
0,1.2467,1.5599
0,1.77,1.5593
0,2.0059,1.7424
0,1.7323,1.68
0,1.8109,1.69
0,1.8223,1.6501
0,2.0334,1.52
0,2.0044,1.7491
0,1.5308,1.56
0,1.4524,1.88
0,2.5951,1.62
0,2.3417,1.58
0,4.4154,1.81
0,1.2687,1.65
0,1.867,1.53
0,1.5361,1.4806
0,1.9046,1.6483
0,2.1029,1.61
0,1.3179,1.92
0,1.7666,1.6889
0,1.2506,1.7224
0,1.4461,1.55
0,1.9234,1.745
0,0.5202,1.6844
0,2.2584,1.8395
0,0.9307,1.67
0,2.7352,1.66
0,2.3073,1.53
0,5.777,1.8
0,1.6011,1.67
0,2.0089,1.6471
0,1.0577,1.68
0,2.0091,1.8117
0,1.2682,1.58
0,1.007,1.76
0,2.145,1.8742
0,1.8631,1.682
0,2.0104,1.5933
0,1.9028,1.6616
0,1.3891,1.74
0,0.8077,1.6467
0,1.3614,1.6778
0,1.2794,1.74
0,3.7258,1.8
0,2.4376,1.67
0,1.8862,1.51
0,1.5197,1.9197
0,1.5753,1.73
0,2.7593,1.66
0,2.9876,1.79
0,1.394,1.8145
0,1.3948,1.8429
0,1.5052,1.7641
0,1.1012,1.4885
0,1.7702,1.6895
0,1.4309,1.5258
0,1.6789,1.55
0,1.9525,1.64
0,0.8839,0
0,1.5793,1.64
0,1.7044,1.69
0,1.2665,1.497
0,2.2038,1.82
0,1.0006,1.74
0,2.0348,1.6039
0,1.5476,1.8273
0,3.1333,1.76
0,1.844,1.68
0,2.3367,1.84
0,1.6842,1.54
0,0.6937,1.7479
0,1.3319,1.69
0,1.1831,1.82
0,2.1381,1.53
0,0.1083,1.62
0,3.6423,1.76
0,0.2536,1.81
0,0.0747,1.8
0,1.2376,1.7222
0,2.4509,1.85
0,2.1783,1.8162
0,1.3304,1.52
0,1.4634,1.6715
0,1.2991,1.81
0,2.0649,1.67
0,1.803,1.66
0,1.6578,0
0,1.9103,1.6502
0,1.3378,1.7
0,1.8127,1.4903
0,2.0696,1.85
0,2.1005,1.6793
0,0.6313,1.8232
0,0.752,1.68
0,2.3785,1.79
0,1.8698,1.6989
0,0.9283,1.83
0,1.9322,1.6947
0,1.873,1.59
0,1.9368,1.8529
0,0.1419,1.8
0,0.9338,1.92
0,1.3046,1.8056
0,1.354,1.7972
0,2.039,1.62
0,2.1814,1.81
0,0.7755,1.62
0,1.9801,1.8083
0,2.3992,1.8778
0,1.475,1.47
0,0.0574,1.8115
0,1.1547,1.8437
0,2.6902,1.6019
0,2.0241,1.726
0,1.8796,1.62
0,0.5643,1.63
0,0.9663,1.6936
0,0.7436,1.6701
0,0.9101,1.63
0,2.1287,1.61
0,2.1396,1.63
0,2.2486,1.62
0,1.367,1.5841
0,1.2691,1.56
0,1.7922,1.59
0,1.8796,1.59
0,1.93,1.85
0,8.7553,1.59
0,2.4016,1.8912
0,2.298,1.72
0,2.762,1.57
0,1.5973,1.55
0,1.9917,1.6966
0,2.1583,1.6992
0,1.9149,1.8868
0,1.8936,1.7077
0,1.0501,1.8421
0,2.0086,1.7197
0,1.1098,1.65
0,1.1949,1.63
0,2.7855,1.67
0,0.9341,1.519
0,2.1009,1.7265
0,1.4854,1.7
0,0.387,1.6182
0,2.1742,1.86
0,2.373,1.6178
0,0.9941,1.54
0,1.2244,1.8665
0,1.4264,1.498
0,2.2676,1.8899
0,2.1343,1.7001
0,2.5538,1.76
0,3.1887,1.69
0,0.7074,1.72
0,2.001,1.53
0,1.7596,1.6208
0,1.9665,1.78
0,2.9232,1.7104
0,2.2752,1.8326
0,1.4604,1.57
0,1.6697,1.5035
0,0.0031,1.8007
0,1.1939,1.67
0,3.0668,1.47
0,2.1986,1.7636
0,1.4035,1.85
0,3.1712,1.7522
0,2.3005,1.66
0,1.7223,1.57
0,1.463,1.5898
0,0.9441,1.66
0,1.7427,1.6028
0,2.0166,1.87
0,2.19,1.7618
0,2.5893,1.65
0,1.6589,1.5281
0,1.5107,1.56
0,1.7427,1.6884
0,2.2633,1.69
0,0.8793,1.8563
0,2.1212,1.78
0,1.5781,1.8241
0,34.7881,1.85
0,5.3067,1.85
0,2.0608,1.8674
0,1.9555,1.6709
0,1.9518,1.49
0,1.0993,1.68
0,1.0742,1.5493
0,1.5023,1.78
0,1.854,1.51
0,1.8159,1.9391
0,1.5213,1.59
0,0.7207,1.64
0,1.9553,1.68
0,2.6373,1.6304
0,0.8845,1.56
0,2.0049,1.7712
0,2.438,1.8075
0,1.1364,1.5975
0,1.9266,1.4462
0,2.1779,1.65
0,2.7274,1.6641
0,1.6717,1.6979
0,1.3697,1.8458
0,1.8549,1.5701
0,1.0101,1.658
0,1.559,1.57
0,2.0915,1.78
0,0.974,1.4951
0,1.7713,1.6464
0,1.7545,1.9
0,1.0926,1.71
0,1.4104,1.74
0,2.3599,1.7091
0,2.2772,1.74
0,0.8606,1.63
0,1.4704,1.726
0,3.3306,1.76
0,0.989,1.5
0,1.3975,1.64
0,0.9668,1.72
0,2.3048,1.78
0,3.5737,1.8
0,1.3583,1.6187
0,1.0268,1.8342
0,0.8998,1.8206
0,2.606,1.7005
0,2.451,1.4563
0,0.753,1.74
0,1.921,1.7099
0,1.9859,1.53
0,1.3766,1.6897
0,1.4466,1.63
0,1.0439,1.6511
0,1.7674,1.53
0,1.9339,1.5008
0,1.9748,1.94
0,1.0308,1.67
0,2.0609,1.6452
0,1.186,1.7914
0,1.3666,1.4706
0,1.3404,1.65
0,3.8345,1.81
0,2.0295,1.73
0,1.7826,1.48
0,1.2115,1.8189
0,2.6125,1.86
0,1.3542,1.8
0,2.1817,1.59
0,2.1486,1.84
0,1.212,1.7373
0,2.2283,1.8228
0,0.4527,1.81
0,1.3889,1.58
0,1.9525,1.6251
0,1.4275,1.6913
0,0.7665,1.59
0,0.9315,1.74
0,2.3168,1.8275
0,1.0545,1.48
0,2.9264,1.72
0,1.3794,1.74
0,1.8436,1.89
0,2.1303,1.72
0,2.1383,1.8445
0,0.6136,1.7
0,1.9839,1.5644
0,2.1863,1.65
0,1.0965,1.6827
0,2.5583,1.66
0,1.6033,1.7
0,1.4081,1.64
0,1.6683,1.73
0,1.5347,1.729
0,1.7805,1.5038
0,2.0623,1.7891
0,2.4327,1.7226
0,2.7082,0
0,1.46,1.53
0,2.0276,1.5415
0,1.6063,1.55
0,2.125,1.5216
0,2.8055,1.67
0,0.8217,1.7862
0,2.0249,1.7701
0,1.8634,1.73
0,1.3457,1.6
0,1.2311,1.5983
0,3.3931,1.74
0,2.174,1.61
0,2.3378,1.73
0,1.0745,1.7801
0,2.3415,1.8794
0,1.077,1.7108
0,2.0969,1.9399
0,1.9541,1.6798
0,0.7781,1.5889
0,0.7758,1.8739
0,1.2452,1.8118
0,2.1749,1.79
0,1.8231,1.6675
0,1.8641,1.9057
0,1.2763,1.8383
0,1.5834,1.6604
0,3.3136,1.5613
0,2.5113,1.491
0,1.8013,1.5803
0,1.3299,1.66
0,2.8117,1.89
0,2.1295,1.9
0,1.5184,1.65
0,0.5797,1.73
0,1.8293,1.53
0,1.9634,1.6
0,1.2643,1.48
0,1.8158,1.7578
0,1.8362,1.876
0,2.6545,1.7666
0,1.0031,1.74
0,1.2515,1.7193
0,2.015,1.84
0,1.9396,1.8513
0,1.4114,1.8384
0,0.6074,1.7852
0,3.1151,1.77
0,1.4632,1.72
0,1.1076,1.8079
0,0.5154,1.84
0,1.4435,1.67
0,6.267,1.81
0,2.0002,1.72
0,1.335,1.7542
0,1.4771,1.5
0,0.7315,1.5
0,1.3057,1.93
0,3.6359,1.5004
0,1.667,1.8598
0,1.9706,1.4865
0,0.0883,1.79
0,2.1141,1.69
0,1.8691,1.69
0,2.8826,1.48
0,1.8364,1.58
0,1.2054,1.79
0,0.3891,1.81
0,1.886,1.6926
0,1.6449,1.59
0,1.6823,1.51
0,1.5832,1.73
0,1.9704,1.66
0,1.3572,1.6764
0,2.1825,1.4992
0,0.7773,1.73
0,1.9622,1.61
0,5.5942,1.59
0,2.0211,1.7622
0,1.5016,1.61
0,1.7647,1.8858
0,1.9439,1.55
0,0.6867,1.7027
0,2.4782,1.738
0,2.0855,1.8657
0,21.8756,1.5775
0,2.1746,1.8615
0,1.5178,1.55
0,1.8029,1.63
0,1.3361,1.708
0,1.9503,1.7659
0,1.9757,1.75
0,0.7169,1.7248
0,2.0951,1.77
0,3.1048,1.7306
0,2.3459,1.6767
0,1.0927,1.5
0,1.8022,1.93
