SPECIES,LONG_WGS84,LAT_WGS84,YEAR,BIO01,BIO02,BIO03,BIO04,BIO05,BIO06,BIO07,BIO08,BIO09,BIO10,BIO11,BIO12,BIO13,BIO14,BIO15,BIO16,BIO17,BIO18,BIO19
Otospermophilus beecheyi,-121.538184,39.645123,1936,1652,1310,41,63327,3518.975098,342.350006,3176.625,870,2485,2485,870,113658.0469,24269.97461,18.625,89,63239.57813,1728.050049,1728,63240
Otospermophilus beecheyi,-121.618823,39.647427,1936,1643,1496,44,63684,3632.825195,266.149994,3366.675293,838,2479,2479,838,71996.70313,14486.375,20.375,87,40303.27344,1075.924927,1076,40303
Otospermophilus beecheyi,-121.601151,39.650145,1936,1647,1476,44,63818,3623.875,275.75,3348.125,843,2486,2486,843,75512.27344,15371.39941,19.85,87,42219.25,1167.625,1168,42219
Otospermophilus beecheyi,-121.587827,39.650182,1936,1650,1485,44,63985,3634.475098,267.350006,3367.125,841,2490,2490,841,76622.95313,15588.2998,20.1,87,42824,1168.675049,1169,42824
Otospermophilus beecheyi,-121.533165,39.646711,1936,1656,1287,40,62814,3493.899902,342.399994,3151.5,885,2483,2483,885,112959.5,24070.52539,32.799999,89,63122.14844,1742.299927,1742,63122
Otospermophilus beecheyi,-120.6724,36.4443,1936,1523,1752,48,59628,3616.274902,39.700001,3576.574951,893,2323,2323,809,33482.35156,7002.524902,24.85,96,20367.84961,268.225006,268,19034
Otospermophilus beecheyi,-119.81376,39.20833,1936,827,1726,46,66919,2935.949951,-750.974976,3686.924805,-6,1723,1723,-6,49014.80078,10061.5498,483.475006,84,27681.97461,2065.100098,2065,27682
Otospermophilus beecheyi,-120.80917,36.57583,1936,1606,1828,48,63227,3815.274902,60.724998,3754.549805,950,2441,2441,829,23879.97461,5008.975098,45.325001,91,13696.375,268.799988,269,13692
Otospermophilus beecheyi,-116.90563,34.17714,1936,1027,1698,51,57062,2860.524902,-424.149994,3284.674805,392,1760,1802,353,69891.02344,14917.1748,328.049988,84,39611.77344,3341,5386,36936
Otospermophilus beecheyi,-119.601803,37.513824,1936,964,1410,45,60760,2708.800049,-400.600006,3109.400146,285,1798,1798,269,116616.5,25179.82422,185.524994,90,68289.27344,2161.274902,2161,63277
Otospermophilus beecheyi,-118.496531,33.441682,1936,1578,794,53,24310,2290.774902,804.724976,1486.049927,1293,1856,1906,1278,32967.17578,7171.75,17.6,95,19582.34961,342.300018,844,19462
Otospermophilus beecheyi,-116.78,32.64,1936,1695,1696,55,49138,3402.25,326.149994,3076.100098,1155,2320,2367,1112,43246.05078,8985.349609,158.524994,89,24858.07422,743.974976,1167,23291
Otospermophilus beecheyi,-122.0607,42.7681,1937,603,1681,46,62099,2716.625,-871.825012,3588.449951,-95,1383,1416,-193,70975.85156,13121.5752,929.25,71,35824.60156,4045.550049,4201,34072
Otospermophilus beecheyi,-120.848,37.06051,1937,1631,1681,48,62342,3635.574951,146.425003,3489.149902,830,2429,2429,830,22559.90039,4714.350098,30.15,88,12541.0752,251.425003,251,12541
Otospermophilus beecheyi,-118.098851,36.57807,1937,1390,1472,41,71773,3356.175049,-196.600006,3552.775146,487,2076,2336,487,17780.07422,4846.100098,241.324997,89,10195.65039,1222.650024,1299,10196
Otospermophilus beecheyi,-122.11396,37.88555,1938,1429,1330,51,43519,2892.324951,316.625,2575.699951,860,1961,1975,860,57627.625,12740.75,18.6,94,34426.72656,576.799988,1053,34427
Otospermophilus beecheyi,-121.717158,37.341721,1938,1441,996,45,43244,2732.074951,526.75,2205.324951,917,1972,2021,917,59796.125,11609.34961,28.075001,88,33535.625,657.974976,1360,33536
Otospermophilus beecheyi,-122.194234,38.044569,1938,1498,1228,49,43640,2886.824951,420.674988,2466.149902,915,2022,2032,915,46548.32422,10663.47461,38.450001,94,27597.67383,526.400024,1012,27598
Otospermophilus beecheyi,-123.9831,45.1069,1938,1024,843,50,30385,1900.099976,222.375,1677.724976,698,1392,1410,632,199105.4688,31462.32422,2558.550049,61,91251.875,12241.7002,15146,85853
Otospermophilus beecheyi,-123.320387,41.055736,1938,1136,1405,42,68533,3158,-136.350006,3294.350098,280,2022,2024,280,137880.5781,26655.19922,524.099976,82,73204.95313,3208.200195,3802,73205
Otospermophilus beecheyi,-119.94571,39.00222,1938,661,1455,44,62805,2560.25,-682.599976,3242.850098,-92,1497,1503,-92,49656.35156,9445.224609,419.875,79,26681.80078,2065.949951,2291,26682
Otospermophilus beecheyi,-116.929282,33.932986,1938,1644,1603,50,54670,3486.899902,322.375,3164.524902,1047,2358,2401,998,51053.22656,10270.90039,377.825012,85,29051.94922,1167.25,1865,26636
Otospermophilus beecheyi,-121.285,45.6961,1939,1119,1234,38,69015,2943.149902,-270.125,3213.274902,302,2002,2002,212,45299.25,8582.25,374.725006,78,24440.90039,2176.175049,2176,22746
Otospermophilus beecheyi,-121.95638,37.6986,1939,1440,1379,51,45472,2970,308.350006,2661.649902,856,1985,2025,856,57530.77734,12844.35059,24.125,93,33887.22656,576.799988,1123,33887
Otospermophilus beecheyi,-121.575969,37.637842,1939,1554,1348,46,53719,3279.725098,398.924988,2880.800049,898,2232,2287,898,29727.67578,5900.200195,24.65,85,16488.72656,521.475037,1321,16489
Otospermophilus beecheyi,-121.91991,37.597901,1939,1475,1282,51,41250,2891.199951,417.5,2473.699951,941,1959,2002,941,54633.27734,11553.125,26.9,91,31296.375,588.549988,1132,31296
Otospermophilus beecheyi,-121.8196,37.4925,1939,1425,1150,51,40489,2736.5,499.424988,2237.074951,920,1896,1958,920,54100.5,10345.5,26.549999,90,30896.40039,556.450012,1232,30896
Otospermophilus beecheyi,-122.19084,37.458045,1939,1418,1266,57,34611,2615.050049,405.825012,2209.225098,955,1831,1838,955,40468.32422,9011.850586,25.5,94,24002.22656,413.824982,978,24002
Otospermophilus beecheyi,-117.141916,33.988085,1939,1677,1652,52,50064,3443.899902,318.450012,3125.449951,1139,2330,2371,1081,37859.75,7514.650391,150,85,21325.40039,868.924988,1436,19770
Otospermophilus beecheyi,-116.928644,33.86095,1939,1668,1672,51,54099,3524.550049,300.75,3223.800049,1078,2374,2416,1027,49489.92578,9937.5,380.875,84,27913.55078,1313.125,2064,25689
Otospermophilus beecheyi,-120.9793,45.6356,1939,1040,1331,38,73034,3058.899902,-390.674988,3449.574951,188,1985,1985,93,34213.77344,6521.975098,370.724976,74,18164.30078,2195.899902,2196,16919
Otospermophilus beecheyi,-120.9146,45.6356,1939,1187,1229,37,72262,3067.75,-240.875,3308.625,335,2109,2109,237,30982.22461,5772.075195,349.325012,73,16210.72461,2050.5,2051,15170
Otospermophilus beecheyi,-120.980201,45.667739,1939,1086,1262,37,72656,3030.625,-317.399994,3348.024902,241,2020,2020,144,33439.125,6286.674805,372.200012,72,17572.125,2218.875,2219,15768
Otospermophilus beecheyi,-123.113444,38.539353,1939,1401,1431,55,41408,2919.300049,361.399994,2557.900146,870,1906,1919,870,189375.2969,45522.94922,127.325005,94,111607.25,1542.049927,2483,111607
Otospermophilus beecheyi,-122.361633,38.250066,1939,1408,1403,57,39690,2742.800049,285.975006,2456.824951,880,1878,1894,880,64125,14019.77441,26.475,94,38438.92578,642.275024,1106,38439
Otospermophilus beecheyi,-122.838527,41.61212,1939,1049,1834,48,67756,3301.800049,-476.200012,3778,248,1906,1940,196,54355.35156,9731.200195,645.125,71,26686.625,3009.175049,3195,26410
Otospermophilus beecheyi,-119.69908,38.90292,1939,966,1930,48,70302,3191.725098,-766.825012,3958.550049,81,1852,1905,81,30167.27539,6467.475098,442.549988,78,16321.77539,1877.449951,2142,16322
Otospermophilus beecheyi,-121.541689,38.961181,1939,1603,1445,45,60294,3493.824951,303.975006,3189.849854,831,2380,2380,831,45628.57422,9551.875,18.549999,88,25763.72461,748.200012,748,25764
Otospermophilus beecheyi,-116.593253,33.909952,1939,2046,1755,49,64385,3960.300049,393.549988,3566.75,1379,2643,2903,1249,21815.84961,5044.799805,76.900002,90,12862.89941,776.424988,1299,11990
Otospermophilus beecheyi,-116.90214,33.940267,1939,1621,1508,49,54851,3404.800049,339.024994,3065.775146,1024,2337,2389,982,53491.80078,10712.77539,429.149994,84,30258.10156,1356.275024,2028,27578
Otospermophilus beecheyi,-116.929196,33.95529,1939,1601,1526,49,54982,3395.600098,303.649994,3091.950195,1003,2321,2369,961,56160.35156,11147.2002,398.649994,84,31796.25,1500.625,2054,28682
Otospermophilus beecheyi,-116.791225,33.893102,1939,1660,1619,51,51739,3396.199951,277.774994,3118.425049,1105,2353,2367,1038,47333.67578,9889.424805,257.649994,86,26818.5,1555.650024,2529,25241
Otospermophilus beecheyi,-120.83,39.2,1939,1279,1362,44,60192,3075.5,-13.749999,3089.25,621,2080,2085,561,134841.625,25728.55078,164.75,83,72586.14844,2438.474854,2599,71271
Otospermophilus variegatus,-104.820833,38.83388,1905,955,1625,42,77743,2947.324951,-861.5,3808.824951,1990,-13,1990,-13,40244.69922,6821.350098,605.724976,62,18084.69922,3186.350098,18085,3186
Otospermophilus variegatus,-110.7494,31.7639,1917,1575,1376,44,62203,3163.875,51.050003,3112.824951,2292,1898,2355,770,57873.47656,13047.59961,760.424988,80,32325.47461,3820.375,26998,12191
Otospermophilus variegatus,-111.6347,35.4958,1922,877,1724,44,74479,2876.299805,-965.450012,3841.749756,1803,1209,1854,-62,44001.75,6645.100098,1056.875,45,17818.82422,5109.275391,14346,11749
Otospermophilus variegatus,-112.8819,37.88525,1923,972,1669,41,82813,3100.350098,-890.049988,3990.400146,1997,1349,2066,-82,30456.22461,3635.625,953.424988,27,9131.525391,6075.5,7935,7225
Otospermophilus variegatus,-105.00723,37.504985,1925,837,1623,42,76469,2819.850098,-1014.150024,3834,731,-1,1847,-128,42042.17578,5446.375,1488.900024,40,14354.84961,5367.075195,12721,7753
Otospermophilus variegatus,-106.13057,38.842207,1925,576,1784,44,77633,2666.925049,-1320.275024,3987.200195,1521,-295,1580,-420,25454.04883,4496.200195,667.799988,54,10837.9248,2705.974854,10515,2947
Otospermophilus variegatus,-105.91379,33.672182,1928,1392,1621,44,75804,3241.550049,-405.549988,3647.100098,2285,435,2383,435,31533.09961,5635.649902,1558.949951,55,14902.34961,5093.125,13375,5093
Otospermophilus variegatus,-109.55312,37.28441,1929,1222,1742,40,91767,3506.25,-839.375,4345.625,2307,1723,2402,21,20574.69922,2225.225098,731.724976,24,6114.300293,3434.449951,4885,5788
Otospermophilus variegatus,-111.86009,38.95766,1929,930,1855,42,86333,3264.5,-1072.449951,4336.950195,885,2058,2058,-191,24035.125,2989.725098,1004.799988,24,7900.424805,4840.399902,4840,5673
Otospermophilus variegatus,-114.885,39.90056,1930,793,1744,41,82856,3136.774902,-1078.800049,4215.575195,684,835,1904,-251,22214.84961,2637.649902,1358.275024,18,6690,4782.275391,5093,5650
Otospermophilus variegatus,-112.63951,38.27545,1930,847,1795,44,78638,3057.25,-1017.549988,4074.800049,1832,-35,1891,-150,30503.02539,3948.475098,1274.900024,27,9962.474609,6284.024902,8798,6878
Otospermophilus variegatus,-116.45452,37.8806,1931,831,1330,36,78985,2875.725098,-759.774963,3635.5,6,1130,1894,-145,31366.90039,4119.75,994.674988,33,11366.25,5276.274902,6845,10419
Otospermophilus variegatus,-116.07222,37.21711,1931,1108,1722,42,79975,3289.850098,-754.025024,4043.875,2118,602,2172,96,17845.69922,2349.975098,700.849976,30,5790.650391,3435.024902,5167,4737
Otospermophilus variegatus,-115.73389,37.45,1931,452,1406,40,70260,2376.100098,-1078.625,3454.725098,1363,57,1411,-405,27941.97461,3676.925049,1129.449951,31,9117.800781,5331.100098,8241,7432
Otospermophilus variegatus,-114.51111,37.644,1931,1167,1914,46,78736,3420.825195,-734.724976,4155.550293,693,622,2226,190,24960.90039,3438.125,1050.775024,35,8117.725098,4427.450195,6719,7083
Otospermophilus variegatus,-111.0578,31.3886,1931,1650,1856,51,65059,3470.75,-134.274994,3605.024902,2441,1948,2500,836,45680.97656,11704.1748,498.450012,90,26656.25,2904.024902,23614,9364
Otospermophilus variegatus,-113.9,35.075,1932,797,1442,45,63125,2484.774902,-671.700012,3156.474854,109,1025,1628,21,40886.22656,5391.950195,477.25,36,12845.5,5769.924805,9775,11572
Otospermophilus variegatus,-109.189,31.8726,1932,1098,1729,49,64910,2913.949951,-591.450012,3505.399902,1866,1432,1948,271,53581.35156,11175.5752,1148.449951,69,27214.27539,4730.375,23597,11619
Otospermophilus variegatus,-109.275,31.9033,1932,729,1601,50,57598,2364.199951,-815.349976,3179.549805,1421,1003,1482,2,81175.97656,17225.375,1681.100098,71,42567.07422,8373.049805,37726,16032
Otospermophilus variegatus,-109.1919,31.9136,1932,1206,1636,47,66126,2966.375,-451.399994,3417.774902,1984,1558,2068,365,55623.77344,11631.375,1242.949951,68,28089.625,5109.349609,24161,11931
Otospermophilus variegatus,-109.2183,31.9202,1932,1206,1698,48,66411,3006.074951,-480.200012,3486.274902,1985,1563,2074,361,54400.42578,11396.72461,1177.699951,68,27703.97461,4913.225098,23590,11691
Otospermophilus variegatus,-111.4075,35.205,1932,970,1708,44,75721,2988.75,-865.875,3854.625,1915,1301,1965,11,41507.44922,6512.399902,1174.300049,45,16567.30078,5130.575195,13805,10920
Otospermophilus variegatus,-111.5033,35.3642,1932,737,1679,45,70150,2639.524902,-1026.25,3665.774902,1619,1034,1675,-132,43987.39844,6757.524902,973.125,46,17982.90039,5107.375,14316,11645
Otospermophilus variegatus,-113.85222,40.00917,1932,876,1374,35,82828,3042.475098,-794.275024,3836.75,707,-29,1994,-136,35189.625,4308.700195,1820.175049,26,11977.2998,6352.924805,8125,7389
Otospermophilus variegatus,-111.8085,40.7257,1932,1049,1326,34,86382,3178.100098,-673.849976,3851.950195,949,2186,2186,-51,53514.60156,6922.299805,1942.650024,34,18687.09961,6960.475098,6960,15338
Otospermophilus variegatus,-113.1458,36.4022,1933,842,1351,39,74623,2703.399902,-707.200012,3410.599854,1789,1134,1839,-82,35760.625,4957.700195,967,43,12839.65039,4776.200195,10415,9294
Otospermophilus variegatus,-110.3499,36.845,1933,1187,1488,37,89438,3285.225098,-732.375,4017.600098,2257,1642,2342,22,21950.32422,3484.050049,863.849976,42,8932.299805,3132.099854,7408,4612
Otospermophilus variegatus,-115.64978,38.3104,1933,1040,1892,43,83948,3392.5,-931.974976,4324.475098,964,1076,2150,-31,18534.09961,2090.425049,790,25,5470.075195,3949.450195,4291,4824
Otospermophilus variegatus,-105.55861,37.754422,1933,629,1537,40,80014,2613.125,-1189.550049,3802.675049,1592,-286,1665,-404,28111.27344,5003.924805,873.75,53,12226.25,2981.925049,11587,3148
Otospermophilus variegatus,-103.804475,37.558982,1933,1149,1754,42,86152,3304.100098,-835.349976,4139.450195,2024,62,2284,62,33103.09766,4981.774902,791.550049,49,12615.69922,3595.350098,11957,3595
Otospermophilus variegatus,-109.54917,38.57333,1933,1255,1761,39,94077,3613.899902,-852.849976,4466.75,1917,2215,2456,11,23708.82617,2465.550049,939.425049,21,7348.325195,4817.850098,5321,5324
Otospermophilus variegatus,-112.1386,36.0544,1934,1060,1563,40,79340,3066.524902,-757.599976,3824.125,2034,1431,2100,54,36052.30078,4907.575195,858.450012,39,12949.47559,4312,10175,10575
Otospermophilus variegatus,-111.84917,40.75472,1934,1095,1264,33,87149,3210.574951,-589.349976,3799.924805,996,2244,2244,-14,44812.5,5415.174805,1685.25,33,15623.44922,5934.399902,5934,12804
Otospermophilus variegatus,-111.77993,40.7644,1934,876,1339,35,83811,2968.625,-813.049988,3781.675049,331,1984,1984,-187,59554.05078,7291.599609,2391.875,32,20021,7921.924805,7922,17890
Otospermophilus variegatus,-111.8382,40.77615,1934,1050,1271,33,86037,3141.25,-636.474976,3777.725098,950,2185,2185,-46,46439.47656,5827.299805,1699.050049,34,16331.27441,6041.200195,6041,13368
Otospermophilus variegatus,-111.83145,40.78395,1934,922,1294,34,84403,2993.625,-755.349976,3748.975098,379,2041,2041,-151,54790.875,6896.75,1993.974976,35,19068.40039,6798.75,6799,16602
Otospermophilus variegatus,-111.87105,40.80265,1934,983,1283,34,84434,3039.399902,-700.424988,3739.824951,448,2102,2102,-92,54957.64844,6882.174805,1975.150024,35,19089.125,6769.325195,6769,16656
Otospermophilus variegatus,-111.86195,40.80525,1934,921,1324,35,83715,2991.324951,-752.424988,3743.75,384,2028,2028,-149,60521.69922,7727.100098,2177.225098,36,21312.375,7245.275391,7245,18796
Otospermophilus variegatus,-111.6001,37.77761,1935,907,1704,41,83131,3061.325195,-1081.900024,4143.225098,1902,1318,1980,-193,26118.22461,4335.75,753.049988,40,10029.40039,3699.074951,7870,6347
Otospermophilus variegatus,-111.83148,39.71004,1935,982,1630,38,87646,3291.024902,-900,4191.024902,887,2136,2136,-141,36860.52344,4380.625,1580.099976,24,11951.9502,6563.575195,6564,10046
Otospermophilus variegatus,-111.84778,40.765,1935,1089,1264,33,87000,3200.050049,-597.625,3797.675049,988,2236,2236,-18,44902.47656,5499.100098,1682.425049,33,15689.42578,5939.799805,5940,12883
Otospermophilus variegatus,-110.76363,39.56357,1936,910,1746,38,92415,3221.25,-1276.449951,4497.700195,2006,-178,2094,-315,23902.52539,3167.324951,1229.849976,28,8528.799805,4702.125,6854,5224
Otospermophilus variegatus,-106.337502,35.570835,1937,1208,1899,46,82314,3351.824951,-765.849976,4117.674805,1804,159,2280,159,23738.5,3173.024902,862.224976,40,9172.974609,3340.850098,8004,3341
Otospermophilus variegatus,-103.90586,30.59827,1937,1545,1668,50,60480,3135.875,-150.125,3286,2206,913,2302,758,39911.19922,7534,959.75,71,20829.5,3215.125,19270,3482
Otospermophilus variegatus,-103.894,30.60252,1937,1577,1701,51,60824,3182.875,-144.350006,3327.225098,2243,942,2339,785,38769.89844,7188.875,883.125,71,20140.80078,3065.350098,18660,3296
Otospermophilus variegatus,-103.91773,30.60853,1937,1543,1478,48,58338,3043.050049,-1.049999,3044.100098,2168,932,2264,777,40801.05078,7787.674805,1038.550049,70,21256.32422,3368.850098,19619,3671
Otospermophilus variegatus,-103.92959,30.6188,1937,1533,1503,48,58642,3046.550049,-30.4,3076.949951,2166,921,2264,767,41417.02344,7895.700195,1027.599976,70,21638.19922,3437.424805,19815,3736
Otospermophilus variegatus,-104.167,30.633,1937,1100,1143,43,53554,2446.125,-203.399994,2649.524902,1674,477,1765,386,60803.80078,13497.65039,1650.625,72,32382.35156,6130.375,29697,6653
Otospermophilus variegatus,-105.999942,38.650694,1937,627,1406,40,73013,2509.274902,-947.825012,3457.099854,1533,-167,1588,-277,32412.44922,4885.475098,1458.949951,39,12380.2998,4651.149902,11851,5101
Otospermophilus variegatus,-115.3861,35.1303,1937,1349,1335,40,71314,3169.975098,-144.074997,3314.050049,2265,1618,2306,482,23138.65039,5191.600098,469.5,63,8587.625,2253.024902,7381,7190
Otospermophilus variegatus,-111.85806,40.77722,1937,1080,1263,33,86808,3179.274902,-603.900024,3783.174805,981,2229,2229,-23,45498.19922,5614.975098,1674.050049,34,15958.55078,5924.825195,5925,13083
Otospermophilus variegatus,-111.83255,40.81465,1937,828,1367,36,81614,2884.524902,-822.424988,3706.949951,297,1914,1914,-206,67891.375,8741.950195,2369.175049,38,24110.875,7718.774902,7719,21609
Otospermophilus variegatus,-115.42377,35.17113,1938,1338,1348,40,71053,3171.100098,-158.300003,3329.400146,2251,1604,2297,475,23177.32617,4865.025391,470.125,59,8293.525391,2253.774902,7041,7464
Otospermophilus variegatus,-115.372295,35.289238,1938,1599,1441,39,80110,3551.675049,-100.150002,3651.824951,604,1952,2663,604,18336.80078,2523.324951,298.100006,50,6735.450195,1593.200073,5104,6735
Otospermophilus variegatus,-115.54932,35.44097,1938,1268,1287,38,75295,3113.725098,-258.674988,3372.400146,473,1539,2281,350,25573.22461,3112.449951,580.224976,43,8986.5,3189.574951,6542,8837
Otospermophilus variegatus,-115.4612,35.16,1938,1471,1413,40,74522,3376.625,-105.425003,3482.050049,682,1764,2472,559,20438.27539,3836.574951,391.274994,54,7108.525391,1981.150024,5790,6950
Otospermophilus variegatus,-115.405655,35.197793,1938,1213,1310,39,71005,3020.524902,-285.649994,3306.174805,2128,1473,2167,350,25621.27539,5385.399902,657.25,58,9217.125,2865.475098,7987,7901
Otospermophilus variegatus,-115.5283,34.9477,1938,1469,1162,36,72105,3212.875,44.650002,3168.225098,696,1747,2437,593,25036.90039,3759.975098,371.049988,55,10624.5752,2032.175049,5428,9858
Otospermophilus variegatus,-111.83645,40.7781,1938,967,1293,34,84930,3043.149902,-715.75,3758.899902,868,2090,2090,-115,48993.97266,6162.174805,1806.599976,34,17007.30078,6343.574707,6344,14403
Otospermophilus variegatus,-103.894,30.588,1939,1584,1704,51,61063,3193.774902,-144.524994,3338.299805,2252,946,2348,788,38796.77344,7198.325195,883.974976,71,20156.84961,3070.700195,18668,3306
Otospermophilus variegatus,-113.51,37.39,1939,850,1356,37,78671,2776.274902,-819.299988,3595.574951,13,1167,1900,-136,44988.17578,5331.674805,1109.949951,29,14876.22461,7290.224609,9900,13402
Otospermophilus variegatus,-115.58796,35.54264,1939,1208,1346,39,72203,3081.175049,-304.875,3386.050049,434,1470,2180,331,27885.20117,3501.175049,652.525024,41,9611.549805,3563.175049,7127,9524
Otospermophilus variegatus,-111.79722,40.71194,1939,1065,1262,33,86781,3170.199951,-626.424988,3796.625,960,2210,2210,-38,51676.57422,6268.375,1949.925049,32,17657.40039,6948.024902,6948,14910
Otospermophilus variegatus,-111.81028,40.75056,1939,1058,1287,33,86279,3165.774902,-638.950012,3804.724854,959,2194,2194,-42,53000.19922,6632.549805,2020.050049,33,18419.55078,6912.924805,6913,15345
Otospermophilus variegatus,-111.71045,40.79435,1939,705,1389,36,83596,2814.399902,-989.274963,3803.674805,147,1813,1813,-350,63256.25,7914.049805,2490.074951,33,21492.84961,8080.625,8081,19433
Otospermophilus variegatus,-111.88282,41.25016,1939,850,1363,34,88261,3053.975098,-906.450012,3960.425049,-101,1991,1991,-302,71519.07813,10144.8252,2226.324951,41,26817.60156,7940.849609,7941,26205
Urocitellus armatus,-111.32,44.115,1920,489,1540,37,89625,2787.675049,-1373.574951,4161.25,-689,1563,1625,-689,43984.75,5089.800293,2208.75,22,13227.2002,7750.599609,8611,13227
Urocitellus armatus,-111.66006,39.55518,1923,743,1669,40,85174,2979.600098,-1145.574951,4125.174805,-173,1841,1841,-374,31777.22461,3132.899902,1551.25,16,9184.5,6734.799805,6735,8813
Urocitellus armatus,-111.94306,41.49583,1927,822,1326,33,88693,3017.574951,-919.325012,3936.899902,-130,1979,1979,-321,64526.42578,8507.099609,1939.25,37,23365.77539,7640.674805,7641,22460
Urocitellus armatus,-111.81278,41.92278,1927,811,1553,36,90985,3199.425049,-1069.199951,4268.625,759,1985,1985,-386,45629.97656,5379.125,1904.675049,30,15476.67578,6596.875,6597,12634
Urocitellus armatus,-110.71054,40.35513,1928,582,1697,40,86261,2825.375,-1403.649902,4229.024902,1246,1004,1691,-550,28329.09961,3329.350098,1537.625,22,8870.575195,5759.350098,7354,7193
Urocitellus armatus,-112.4955,42.8547,1928,791,1484,36,87523,3101.75,-990.550049,4092.300049,-159,1937,1937,-336,39825.35156,4416.575195,1912.150024,27,13049.47461,6360.399902,6360,12893
Urocitellus armatus,-112.36,42.68,1928,473,1154,32,80533,2515.524902,-1050.949951,3566.474854,-386,1517,1556,-515,85879.95313,11775.59961,2778.625,46,34057.89844,9410.299805,9560,32830
Urocitellus armatus,-112.51,42.83,1928,663,1257,33,85543,2817.899902,-973.325012,3791.224854,-260,1754,1798,-410,53391.39844,6812.024902,2256.899902,33,18971.09961,7576.649902,7608,17745
Urocitellus armatus,-111.45958,38.77065,1929,428,1481,39,78541,2451.574951,-1296.025024,3747.600098,1414,-418,1482,-550,34737.97656,4195.074707,1566.025024,23,10288.0498,7187.899902,9259,7462
Urocitellus armatus,-112.39,42.78,1929,719,1515,37,86027,3021.774902,-1059.449951,4081.224854,171,1787,1846,-390,38283.85156,4193.800293,2033.625,21,11673.47559,6693.474609,6784,11029
Urocitellus armatus,-112.21,42.82,1929,705,1509,37,86272,3003.799805,-1065.125,4068.924805,-239,1768,1828,-411,46957.25,5604.174805,2228.574951,27,15774.82422,7528.200195,7626,14715
Urocitellus armatus,-112.49,42.85,1929,724,1440,35,87674,3009.574951,-1035.800049,4045.375,-224,1878,1878,-394,41951.75,4921.75,1978.375,27,13944.34961,6590.075195,6590,13132
Urocitellus armatus,-112.3628,42.766,1929,691,1451,36,86568,2959.324951,-1060.625,4019.949951,-249,1770,1829,-418,48193.30078,5611.75,2288.149902,28,16061.1748,7446.25,7612,15417
Urocitellus armatus,-111.49722,40.64611,1929,573,1430,37,83753,2736,-1122,3858,-342,1682,1682,-473,54929,7641.774902,2043.574951,33,20328.80078,9242.375,9242,18809
Urocitellus armatus,-111.83361,41.73556,1930,856,1375,33,92266,3129.649902,-972.349976,4102,799,2048,2048,-357,41990.375,4823,1823.375,28,14185.15039,6341.549805,6342,11296
Urocitellus armatus,-111.848,40.7585,1934,1095,1264,33,87149,3210.574951,-589.349976,3799.924805,996,2244,2244,-14,44812.5,5415.174805,1685.25,33,15623.44922,5934.399902,5934,12804
Urocitellus armatus,-111.83645,40.7781,1934,967,1293,34,84930,3043.149902,-715.75,3758.899902,868,2090,2090,-115,48993.97266,6162.174805,1806.599976,34,17007.30078,6343.574707,6344,14403
Urocitellus armatus,-113.5219,42.3718,1934,763,1531,39,80261,2963.925049,-935.025024,3898.950195,1101,1774,1823,-264,36477.22656,4294.5,1418.724976,29,11882.57422,4952.25,6772,10022
Urocitellus armatus,-110.85714,44.64504,1934,186,1640,39,85591,2516.75,-1651.800049,4168.549805,-768,1223,1298,-920,63605.94922,7410.899902,3051.925049,25,20495.5,10473.1748,11821,20034
Urocitellus armatus,-111.67405,40.743,1935,701,1442,37,84141,2859.850098,-1008.875,3868.725098,-217,1810,1810,-364,62785.75,7771.525391,2681.300049,30,20957.40039,8514.150391,8514,19056
Urocitellus armatus,-111.7202,40.7504,1935,807,1517,38,83345,2994.199951,-967.099976,3961.299805,701,1901,1901,-255,55575.875,6653.799805,2585.824951,27,18028.69922,8173.774902,8174,15752
Urocitellus armatus,-111.69111,40.75056,1935,775,1495,37,83491,2947,-991.599976,3938.600098,666,1874,1874,-284,57294.32422,6867.924805,2586.175049,28,18614.57422,8273.099609,8273,16401
Urocitellus armatus,-111.58874,40.9038,1935,682,1683,40,83362,2974.725098,-1163.849976,4138.575195,-220,1772,1772,-395,48321.39844,6020.875,1686.349976,32,16807.52539,6368.424805,6368,14946
Urocitellus armatus,-113.636,42.3237,1935,254,1198,34,75575,2254.25,-1194.525024,3448.774902,-659,1256,1280,-659,87267.29688,13752.9502,2165.850098,52,35274.77344,7844.125,9060,35275
Urocitellus armatus,-113.5606,42.2483,1935,761,1537,38,82228,3011.324951,-967.200012,3978.524902,1110,1794,1847,-296,29580.97461,3576.399902,1648.224976,20,9308.650391,6035.424805,6927,7239
Urocitellus armatus,-113.3488,42.3064,1935,834,1733,41,81173,3194.449951,-936.450012,4130.899902,1213,-98,1898,-224,23647.40039,3110.850098,1307.775024,25,7704.450195,4744.674805,6216,4908
Urocitellus armatus,-113.3417,42.1294,1935,786,1654,40,82410,3121.699951,-970.25,4091.949951,1160,-153,1872,-279,24590.69922,3353.350098,1482.150024,26,8369.400391,4844.875,6244,4983
Urocitellus armatus,-112.1868,43.2469,1935,700,1561,36,90427,3055.625,-1176.949951,4232.575195,673,1781,1856,-502,27892.625,3298.975098,1579,20,8495.799805,5057.524902,5471,7370
Urocitellus armatus,-113.2994,43.6367,1935,571,1725,36,97593,3049.725098,-1651.375,4701.100098,-747,1716,1790,-747,23997.42578,2792.949951,1292.75,22,7080.475098,4241.25,5137,7080
